,Unnamed: 0,name,date,platform,score,url,userscore,fullurl,developer,genre,no_userreviews
2337,2337,Patapon,"August 1, 2017",PlayStation 4,72,/game/playstation-4/patapon,6.3,https://www.metacritic.com/game/playstation-4/patapon,Sony Interactive Entertainment,"['Action', 'Rhythm', 'Music']",37
2338,2338,Dream Daddy: A Dad Dating Simulator,"July 20, 2017",PC,72,/game/pc/dream-daddy-a-dad-dating-simulator,7.5,https://www.metacritic.com/game/pc/dream-daddy-a-dad-dating-simulator,Game Grumps,"['Simulation', 'Virtual', 'Virtual Life']",95
2339,2339,Batman: The Telltale Series,"November 14, 2017",Switch,72,/game/switch/batman-the-telltale-series,7.4,https://www.metacritic.com/game/switch/batman-the-telltale-series,Telltale Games,"['Adventure', 'Point-and-Click']",49
2340,2340,ECHO (2017),"September 19, 2017",PC,72,/game/pc/echo-2017,6.5,https://www.metacritic.com/game/pc/echo-2017,Ultra Ultra,"['Action Adventure', 'General']",35
2341,2341,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',"November 7, 2017",PlayStation 4,72,/game/playstation-4/marvels-guardians-of-the-galaxy---episode-5-dont-stop-believin,6.2,https://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-5-dont-stop-believin,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",13
2342,2342,Semispheres,"February 14, 2017",PlayStation 4,72,/game/playstation-4/semispheres,tbd,https://www.metacritic.com/game/playstation-4/semispheres,No Data,No Data,No Data
2343,2343,The Count Lucanor,"October 19, 2017",Switch,72,/game/switch/the-count-lucanor,7.3,https://www.metacritic.com/game/switch/the-count-lucanor,Baroque Decay,"['Action Adventure', 'General']",21
2344,2344,Disc Jam,"March 7, 2017",PlayStation 4,72,/game/playstation-4/disc-jam,6.3,https://www.metacritic.com/game/playstation-4/disc-jam,High Horse Entertainment,"['Sports', 'Team', 'Futuristic']",86
2345,2345,Megaton Rainfall,"October 17, 2017",PlayStation 4,72,/game/playstation-4/megaton-rainfall,6.5,https://www.metacritic.com/game/playstation-4/megaton-rainfall,Pentadimensional Games,"['Action', 'General']",27
2346,2346,Serial Cleaner,"July 11, 2017",PlayStation 4,72,/game/playstation-4/serial-cleaner,7.1,https://www.metacritic.com/game/playstation-4/serial-cleaner,"iFun4all, Curve Digital","['Action', 'Action Adventure', 'General', 'Linear']",21
2347,2347,Narcosis,"March 28, 2017",PC,72,/game/pc/narcosis,7.2,https://www.metacritic.com/game/pc/narcosis,"Narcosis Team, Honor Code, Inc.","['Action Adventure', 'Horror', 'Survival']",17
2348,2348,Star Ocean 4: The Last Hope - 4K & Full HD Remaster,"November 28, 2017",PlayStation 4,72,/game/playstation-4/star-ocean-4-the-last-hope---4k-full-hd-remaster,6.9,https://www.metacritic.com/game/playstation-4/star-ocean-4-the-last-hope---4k-full-hd-remaster,"Square Enix, Tri-Ace","['Role-Playing', 'Action RPG']",33
2349,2349,Ghost Blade HD,"February 28, 2017",Xbox One,72,/game/xbox-one/ghost-blade-hd,6.4,https://www.metacritic.com/game/xbox-one/ghost-blade-hd,HUCAST,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",7
2350,2350,The Mage's Tale,"June 20, 2017",PC,72,/game/pc/the-mages-tale,7.5,https://www.metacritic.com/game/pc/the-mages-tale,InXile Entertainment,"['Adventure', 'General']",11
2351,2351,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,"August 22, 2017",PC,72,/game/pc/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,7.2,https://www.metacritic.com/game/pc/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",15
2352,2352,Just Dance 2017,"March 3, 2017",Switch,72,/game/switch/just-dance-2017,5.2,https://www.metacritic.com/game/switch/just-dance-2017,Ubisoft Paris,"['Action', 'Rhythm', 'Dancing']",70
2353,2353,imprint-X,"January 26, 2017",PC,72,/game/pc/imprint-x,tbd,https://www.metacritic.com/game/pc/imprint-x,No Data,No Data,No Data
2354,2354,Kingdoms and Castles,"July 20, 2017",PC,72,/game/pc/kingdoms-and-castles,7.3,https://www.metacritic.com/game/pc/kingdoms-and-castles,"Lion Shield, LLC","['Strategy', 'Real-Time', 'General']",24
2355,2355,Shadow Warrior 2,"May 19, 2017",PlayStation 4,72,/game/playstation-4/shadow-warrior-2,7.2,https://www.metacritic.com/game/playstation-4/shadow-warrior-2,Flying Wild Hog,"['Action', 'Shooter', 'First-Person', 'Arcade']",71
2356,2356,Marvel vs. Capcom: Infinite,"September 19, 2017",PlayStation 4,72,/game/playstation-4/marvel-vs-capcom-infinite,4.6,https://www.metacritic.com/game/playstation-4/marvel-vs-capcom-infinite,Capcom,"['Action', 'Fighting', '2D']",242
2357,2357,Dead Rising 4: Frank's Big Package,"December 5, 2017",PlayStation 4,72,/game/playstation-4/dead-rising-4-franks-big-package,5.9,https://www.metacritic.com/game/playstation-4/dead-rising-4-franks-big-package,Capcom Vancouver,"['Action Adventure', 'Open-World']",61
2358,2358,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,"June 6, 2017",PC,72,/game/pc/marvels-guardians-of-the-galaxy---episode-2-under-pressure,6.0,https://www.metacritic.com/game/pc/marvels-guardians-of-the-galaxy---episode-2-under-pressure,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",27
2359,2359,Kitty Powers' Matchmaker,"February 7, 2017",PlayStation 4,72,/game/playstation-4/kitty-powers-matchmaker,6.3,https://www.metacritic.com/game/playstation-4/kitty-powers-matchmaker,STELLAR ENTERTAINMENT SOFTWARE LTD,"['Action', 'General']",4
2360,2360,Dimension Drive,"December 7, 2017",Switch,72,/game/switch/dimension-drive,7.4,https://www.metacritic.com/game/switch/dimension-drive,2Awesome Studio,"['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",9
2361,2361,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,"October 6, 2017",3DS,72,/game/3ds/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,6.7,https://www.metacritic.com/game/3ds/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,Level 5,"['Puzzle', 'General']",40
2362,2362,Albion Online,"July 17, 2017",PC,72,/game/pc/albion-online,4.8,https://www.metacritic.com/game/pc/albion-online,Sandbox Interactive,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Historic']",148
2363,2363,Just Dance 2018,"October 24, 2017",Switch,71,/game/switch/just-dance-2018,5.8,https://www.metacritic.com/game/switch/just-dance-2018,Ubisoft Paris,"['Action', 'Rhythm', 'Dancing']",34
2364,2364,Senran Kagura: Estival Versus,"March 17, 2017",PC,71,/game/pc/senran-kagura-estival-versus,7.6,https://www.metacritic.com/game/pc/senran-kagura-estival-versus,Tamsoft,"['Action', 'General']",32
2365,2365,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,"July 11, 2017",Xbox One,71,/game/xbox-one/minecraft-story-mode-season-two---episode-1-hero-in-residence,4.1,https://www.metacritic.com/game/xbox-one/minecraft-story-mode-season-two---episode-1-hero-in-residence,Telltale Games,"['Adventure', 'Point-and-Click']",14
2366,2366,Conarium,"June 6, 2017",PC,71,/game/pc/conarium,6.4,https://www.metacritic.com/game/pc/conarium,Zoetrope Interactive,"['Adventure', '3D', 'First-Person']",49
2367,2367,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,"September 19, 2017",PC,71,/game/pc/minecraft-story-mode-season-two---episode-3-jailhouse-block,7.5,https://www.metacritic.com/game/pc/minecraft-story-mode-season-two---episode-3-jailhouse-block,Telltale Games,"['Adventure', 'Point-and-Click']",25
2368,2368,Mega Man Legacy Collection 2,"August 8, 2017",PlayStation 4,71,/game/playstation-4/mega-man-legacy-collection-2,8.5,https://www.metacritic.com/game/playstation-4/mega-man-legacy-collection-2,"Capcom, Bullets","['Miscellaneous', 'Compilation']",70
2369,2369,Titan Quest: Ragnarok,"November 17, 2017",PC,71,/game/pc/titan-quest-ragnarok,6.9,https://www.metacritic.com/game/pc/titan-quest-ragnarok,Iron Lore Entertainment,"['Role-Playing', 'Action RPG']",14
2370,2370,Loot Rascals,"March 7, 2017",PlayStation 4,71,/game/playstation-4/loot-rascals,5.4,https://www.metacritic.com/game/playstation-4/loot-rascals,Hollow Ponds,"['Action Adventure', 'General']",5
2371,2371,Arktika.1,"October 10, 2017",PC,71,/game/pc/arktika1,8.1,https://www.metacritic.com/game/pc/arktika1,4A Games,"['Action', 'Shooter', 'First-Person', 'Tactical']",16
2372,2372,Alwa's Awakening,"February 2, 2017",PC,71,/game/pc/alwas-awakening,6.7,https://www.metacritic.com/game/pc/alwas-awakening,Elden Pixels,"['Action Adventure', 'Open-World']",10
2373,2373,Aces of the Luftwaffe: Squadron,"November 17, 2017",Switch,71,/game/switch/aces-of-the-luftwaffe-squadron,7.0,https://www.metacritic.com/game/switch/aces-of-the-luftwaffe-squadron,HandyGames,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down', 'Vertical']",8
2374,2374,DOOM VFR,"December 1, 2017",PlayStation 4,71,/game/playstation-4/doom-vfr,7.4,https://www.metacritic.com/game/playstation-4/doom-vfr,id Software,"['Action', 'Shooter', 'First-Person', 'Light Gun', 'Arcade']",125
2375,2375,Blackwood Crossing,"April 4, 2017",PlayStation 4,71,/game/playstation-4/blackwood-crossing,6.7,https://www.metacritic.com/game/playstation-4/blackwood-crossing,PaperSeven,"['Adventure', 'General']",28
2376,2376,Kona,"March 23, 2017",PlayStation 4,71,/game/playstation-4/kona,7.3,https://www.metacritic.com/game/playstation-4/kona,Parabole,"['Action Adventure', 'Adventure', 'General', '3D', 'First-Person']",40
2377,2377,LEGO Worlds,"March 7, 2017",PC,71,/game/pc/lego-worlds,6.5,https://www.metacritic.com/game/pc/lego-worlds,TT Games,"['Action Adventure', 'Sandbox']",65
2378,2378,Earth Atlantis,"October 5, 2017",Switch,71,/game/switch/earth-atlantis,7.1,https://www.metacritic.com/game/switch/earth-atlantis,Pixel Perfex,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",14
2379,2379,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,"April 25, 2017",PC,71,/game/pc/the-walking-dead-the-telltale-series---a-new-frontier-episode-4-thicker-than-water,6.1,https://www.metacritic.com/game/pc/the-walking-dead-the-telltale-series---a-new-frontier-episode-4-thicker-than-water,Telltale Games,"['Adventure', 'Point-and-Click']",48
2380,2380,This Is the Police,"March 22, 2017",Xbox One,71,/game/xbox-one/this-is-the-police,tbd,https://www.metacritic.com/game/xbox-one/this-is-the-police,No Data,No Data,No Data
2381,2381,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,"October 10, 2017",PC,71,/game/pc/marvels-guardians-of-the-galaxy---episode-4-who-needs-you,6.6,https://www.metacritic.com/game/pc/marvels-guardians-of-the-galaxy---episode-4-who-needs-you,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",19
2382,2382,Unbox: Newbie's Adventure,"July 26, 2017",Xbox One,71,/game/xbox-one/unbox-newbies-adventure,tbd,https://www.metacritic.com/game/xbox-one/unbox-newbies-adventure,No Data,No Data,No Data
2383,2383,Snake Pass,"March 28, 2017",PC,71,/game/pc/snake-pass,7.5,https://www.metacritic.com/game/pc/snake-pass,Sumo Digital,"['Action Adventure', 'Puzzle', 'Action', 'General']",49
2384,2384,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,"July 11, 2017",PC,71,/game/pc/minecraft-story-mode-season-two---episode-1-hero-in-residence,4.3,https://www.metacritic.com/game/pc/minecraft-story-mode-season-two---episode-1-hero-in-residence,Telltale Games,"['Adventure', 'Point-and-Click']",27
2385,2385,Farpoint,"May 16, 2017",PlayStation 4,71,/game/playstation-4/farpoint,8.1,https://www.metacritic.com/game/playstation-4/farpoint,Impulse Gear,"['Action', 'Shooter', 'First-Person', 'Arcade']",244
2386,2386,Romancing SaGa 2,"December 15, 2017",PlayStation 4,71,/game/playstation-4/romancing-saga-2,7.0,https://www.metacritic.com/game/playstation-4/romancing-saga-2,"SquareSoft, Square Enix, ArtePiazza","['Role-Playing', 'Japanese-Style']",8
2387,2387,Never Stop Sneakin',"December 14, 2017",Switch,71,/game/switch/never-stop-sneakin,6.8,https://www.metacritic.com/game/switch/never-stop-sneakin,Humble Hearts,"['Action Adventure', 'General']",6
2388,2388,Resident Evil 7: biohazard - Not a Hero,"December 12, 2017",PlayStation 4,71,/game/playstation-4/resident-evil-7-biohazard---not-a-hero,7.5,https://www.metacritic.com/game/playstation-4/resident-evil-7-biohazard---not-a-hero,Capcom,"['Action Adventure', 'Survival']",74
2389,2389,The Sexy Brutale,"December 7, 2017",Switch,71,/game/switch/the-sexy-brutale,4.6,https://www.metacritic.com/game/switch/the-sexy-brutale,Cavalier Game Studios,"['Adventure', 'General']",19
2390,2390,Batman: The Enemy Within - Episode 2: The Pact,"September 26, 2017",PC,71,/game/pc/batman-the-enemy-within---episode-2-the-pact,7.4,https://www.metacritic.com/game/pc/batman-the-enemy-within---episode-2-the-pact,Telltale Games,"['Adventure', 'Point-and-Click']",23
2391,2391,Aporia: Beyond The Valley,"July 19, 2017",PC,71,/game/pc/aporia-beyond-the-valley,7.0,https://www.metacritic.com/game/pc/aporia-beyond-the-valley,Investigate North,"['Adventure', '3D', 'First-Person']",22
2392,2392,OVIVO,"May 12, 2017",PC,71,/game/pc/ovivo,7.3,https://www.metacritic.com/game/pc/ovivo,IzHard,"['Action', 'Platformer', '2D']",10
2393,2393,Little Inferno,"March 16, 2017",Switch,71,/game/switch/little-inferno,6.8,https://www.metacritic.com/game/switch/little-inferno,Tomorrow Corporation,"['Puzzle', 'Action']",43
2394,2394,A Normal Lost Phone,"January 26, 2017",PC,71,/game/pc/a-normal-lost-phone,6.8,https://www.metacritic.com/game/pc/a-normal-lost-phone,Accidental Queens,"['Simulation', 'General']",16
2395,2395,Get Even,"June 23, 2017",PlayStation 4,71,/game/playstation-4/get-even,7.3,https://www.metacritic.com/game/playstation-4/get-even,The Farm 51,"['Modern', 'Action', 'Shooter', 'First-Person', 'Arcade']",87
2396,2396,Batman: The Enemy Within - Episode 3: The Fractured Mask,"November 21, 2017",PC,71,/game/pc/batman-the-enemy-within---episode-3-the-fractured-mask,7.3,https://www.metacritic.com/game/pc/batman-the-enemy-within---episode-3-the-fractured-mask,Telltale Games,"['Adventure', 'Point-and-Click']",24
2397,2397,Tokyo 42,"May 31, 2017",Xbox One,71,/game/xbox-one/tokyo-42,4.3,https://www.metacritic.com/game/xbox-one/tokyo-42,SMAC Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",8
2398,2398,Cyberdimension Neptunia: 4 Goddesses Online,"October 10, 2017",PlayStation 4,71,/game/playstation-4/cyberdimension-neptunia-4-goddesses-online,6.8,https://www.metacritic.com/game/playstation-4/cyberdimension-neptunia-4-goddesses-online,Compile Heart,"['Role-Playing', 'Action RPG']",41
2399,2399,Portal Knights,"May 23, 2017",PlayStation 4,71,/game/playstation-4/portal-knights,6.5,https://www.metacritic.com/game/playstation-4/portal-knights,Keen Games,"['Action', 'Role-Playing', 'General', 'Action RPG']",36
2400,2400,Loot Rascals,"March 7, 2017",PC,71,/game/pc/loot-rascals,7.0,https://www.metacritic.com/game/pc/loot-rascals,Hollow Ponds,"['Action Adventure', 'General']",6
2401,2401,Lichtspeer: Double Speer Edition,"September 7, 2017",Switch,71,/game/switch/lichtspeer-double-speer-edition,7.1,https://www.metacritic.com/game/switch/lichtspeer-double-speer-edition,"Crunching Koalas, Lichthund","['Action Adventure', 'General']",12
2402,2402,Conga Master Party!,"September 28, 2017",Switch,71,/game/switch/conga-master-party!,6.4,https://www.metacritic.com/game/switch/conga-master-party!,Rising Star Games,"['Miscellaneous', 'Party / Minigame']",10
2403,2403,Pinstripe,"April 24, 2017",PC,71,/game/pc/pinstripe,7.4,https://www.metacritic.com/game/pc/pinstripe,Thomas Brush,"['Miscellaneous', 'Action Adventure', 'General']",27
2404,2404,Sublevel Zero Redux,"March 7, 2017",PlayStation 4,71,/game/playstation-4/sublevel-zero-redux,5.8,https://www.metacritic.com/game/playstation-4/sublevel-zero-redux,Sigtrap Games,"['Simulation', 'Space', 'Combat']",6
2405,2405,8-Bit Adventure Anthology: Volume One,"October 31, 2017",PlayStation 4,71,/game/playstation-4/8-bit-adventure-anthology-volume-one,tbd,https://www.metacritic.com/game/playstation-4/8-bit-adventure-anthology-volume-one,No Data,No Data,No Data
2406,2406,Ruiner,"September 26, 2017",PlayStation 4,71,/game/playstation-4/ruiner,7.6,https://www.metacritic.com/game/playstation-4/ruiner,Reikon Games,"['Action', 'General']",50
2407,2407,AER: Memories of Old,"October 25, 2017",Xbox One,71,/game/xbox-one/aer-memories-of-old,7.1,https://www.metacritic.com/game/xbox-one/aer-memories-of-old,Daedalic Entertainment,"['Action Adventure', 'General', 'Open-World']",13
2408,2408,Drifting Lands,"June 5, 2017",PC,71,/game/pc/drifting-lands,tbd,https://www.metacritic.com/game/pc/drifting-lands,No Data,No Data,No Data
2409,2409,Psychonauts in The Rhombus of Ruin,"February 21, 2017",PlayStation 4,71,/game/playstation-4/psychonauts-in-the-rhombus-of-ruin,6.9,https://www.metacritic.com/game/playstation-4/psychonauts-in-the-rhombus-of-ruin,Double Fine Productions,"['Action', 'General']",35
2410,2410,Mass Effect: Andromeda,"March 21, 2017",PlayStation 4,71,/game/playstation-4/mass-effect-andromeda,4.9,https://www.metacritic.com/game/playstation-4/mass-effect-andromeda,BioWare,"['Role-Playing', 'Action RPG']",3852
2411,2411,Pro Cycling Manager 2017,"June 15, 2017",PC,71,/game/pc/pro-cycling-manager-2017,6.4,https://www.metacritic.com/game/pc/pro-cycling-manager-2017,Cyanide,"['Sports', 'Individual', 'Biking']",5
2412,2412,Fearful Symmetry & The Cursed Prince,"December 12, 2017",Xbox One,71,/game/xbox-one/fearful-symmetry-the-cursed-prince,tbd,https://www.metacritic.com/game/xbox-one/fearful-symmetry-the-cursed-prince,No Data,No Data,No Data
2413,2413,Beat Cop,"March 30, 2017",PC,71,/game/pc/beat-cop,7.4,https://www.metacritic.com/game/pc/beat-cop,Pixel Crow,"['Simulation', 'Virtual', 'Career']",70
2414,2414,Summon Night 6: Lost Borders,"October 31, 2017",PlayStation 4,71,/game/playstation-4/summon-night-6-lost-borders,6.9,https://www.metacritic.com/game/playstation-4/summon-night-6-lost-borders,Media Vision,"['Role-Playing', 'Japanese-Style']",19
2415,2415,Knowledge is Power,"October 24, 2017",PlayStation 4,71,/game/playstation-4/knowledge-is-power,7.1,https://www.metacritic.com/game/playstation-4/knowledge-is-power,"Sony Interactive Entertainment, Wish Studios","['Miscellaneous', 'Party / Minigame']",44
2416,2416,Robonauts,"September 15, 2017",Switch,71,/game/switch/robonauts,6.7,https://www.metacritic.com/game/switch/robonauts,QubicGames,"['Action', 'Platformer', '2D']",27
2417,2417,Songbringer,"September 5, 2017",PlayStation 4,71,/game/playstation-4/songbringer,6.4,https://www.metacritic.com/game/playstation-4/songbringer,Wizard Fu Games,"['Action Adventure', 'General']",5
2418,2418,BUTCHER,"May 9, 2017",PlayStation 4,71,/game/playstation-4/butcher,7.2,https://www.metacritic.com/game/playstation-4/butcher,"Transhuman Design, Crunching Koalas","['Action', 'Platformer', '2D']",11
2419,2419,BUTCHER,"September 28, 2017",Switch,70,/game/switch/butcher,7.4,https://www.metacritic.com/game/switch/butcher,Transhuman Design,"['Action', 'Platformer', '2D']",16
2420,2420,Batman: The Enemy Within - Episode 1: The Enigma,"August 8, 2017",PlayStation 4,70,/game/playstation-4/batman-the-enemy-within---episode-1-the-enigma,5.9,https://www.metacritic.com/game/playstation-4/batman-the-enemy-within---episode-1-the-enigma,Telltale Games,"['Adventure', 'Point-and-Click']",24
2421,2421,ARK: Survival Evolved,"August 29, 2017",PC,70,/game/pc/ark-survival-evolved,5.7,https://www.metacritic.com/game/pc/ark-survival-evolved,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']",311
2422,2422,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,"August 22, 2017",Xbox One,70,/game/xbox-one/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,4.8,https://www.metacritic.com/game/xbox-one/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",6
2423,2423,ACA NeoGeo: Shock Troopers,"March 9, 2017",Switch,70,/game/switch/aca-neogeo-shock-troopers,6.8,https://www.metacritic.com/game/switch/aca-neogeo-shock-troopers,Saurus,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",19
2424,2424,Sundered,"July 28, 2017",PlayStation 4,70,/game/playstation-4/sundered,6.8,https://www.metacritic.com/game/playstation-4/sundered,Thunder Lotus Games,"['Action Adventure', 'General']",26
2425,2425,Resident Evil: Revelations,"August 29, 2017",PlayStation 4,70,/game/playstation-4/resident-evil-revelations,7.9,https://www.metacritic.com/game/playstation-4/resident-evil-revelations,Capcom,"['Action Adventure', 'Survival']",116
2426,2426,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,"February 3, 2017",PlayStation 4,70,/game/playstation-4/naruto-shippuden-ultimate-ninja-storm-4---road-to-boruto-expansion,7.1,https://www.metacritic.com/game/playstation-4/naruto-shippuden-ultimate-ninja-storm-4---road-to-boruto-expansion,CyberConnect2,"['Action', 'Fighting', '3D']",45
2427,2427,Time Recoil,"October 26, 2017",Switch,70,/game/switch/time-recoil,tbd,https://www.metacritic.com/game/switch/time-recoil,No Data,No Data,No Data
2428,2428,Senran Kagura: Peach Beach Splash,"September 12, 2017",PlayStation 4,70,/game/playstation-4/senran-kagura-peach-beach-splash,7.4,https://www.metacritic.com/game/playstation-4/senran-kagura-peach-beach-splash,"Tamsoft, Marvelous Inc.","['Action', 'Shooter', 'Third-Person', 'Arcade']",74
2429,2429,Tokyo 42,"May 31, 2017",PC,70,/game/pc/tokyo-42,7.0,https://www.metacritic.com/game/pc/tokyo-42,SMAC Games,"['General', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",18
2430,2430,Demon's Crystals,"May 12, 2017",Xbox One,70,/game/xbox-one/demons-crystals,tbd,https://www.metacritic.com/game/xbox-one/demons-crystals,No Data,No Data,No Data
2431,2431,Yonder: The Cloud Catcher Chronicles,"July 17, 2017",PC,70,/game/pc/yonder-the-cloud-catcher-chronicles,6.6,https://www.metacritic.com/game/pc/yonder-the-cloud-catcher-chronicles,Prideful Sloth,"['Action Adventure', 'Open-World']",33
2432,2432,Batman: The Enemy Within - Episode 3: The Fractured Mask,"November 21, 2017",PlayStation 4,70,/game/playstation-4/batman-the-enemy-within---episode-3-the-fractured-mask,6.0,https://www.metacritic.com/game/playstation-4/batman-the-enemy-within---episode-3-the-fractured-mask,Telltale Games,"['Adventure', 'Point-and-Click']",6
2433,2433,WRC 7,"September 15, 2017",Xbox One,70,/game/xbox-one/wrc-7,6.6,https://www.metacritic.com/game/xbox-one/wrc-7,Kylotonn,"['Racing', 'Simulation', 'Automobile']",11
2434,2434,Immortal Redneck,"April 25, 2017",PC,70,/game/pc/immortal-redneck,7.1,https://www.metacritic.com/game/pc/immortal-redneck,"CremaGames, Crema Games","['Action', 'Shooter', 'First-Person', 'Arcade']",31
2435,2435,Blackwood Crossing,"April 4, 2017",PC,70,/game/pc/blackwood-crossing,6.5,https://www.metacritic.com/game/pc/blackwood-crossing,PaperSeven,"['Adventure', 'General']",13
2436,2436,The Assembly,"January 20, 2017",Xbox One,70,/game/xbox-one/the-assembly,6.0,https://www.metacritic.com/game/xbox-one/the-assembly,nDreams,"['Miscellaneous', 'General']",4
2437,2437,Halo Wars 2,"February 17, 2017",PC,70,/game/pc/halo-wars-2,5.9,https://www.metacritic.com/game/pc/halo-wars-2,Creative Assembly,"['Strategy', 'Real-Time', 'General']",136
2438,2438,Steep: Road to the Olympics,"December 5, 2017",PlayStation 4,70,/game/playstation-4/steep-road-to-the-olympics,6.6,https://www.metacritic.com/game/playstation-4/steep-road-to-the-olympics,Ubisoft Annecy,"['Sports', 'Individual', 'Ski / Snowboard']",11
2439,2439,Tom Clancy's Ghost Recon: Wildlands,"March 7, 2017",PlayStation 4,70,/game/playstation-4/tom-clancys-ghost-recon-wildlands,6.3,https://www.metacritic.com/game/playstation-4/tom-clancys-ghost-recon-wildlands,Ubisoft Paris,"['Action Adventure', 'Open-World']",847
2440,2440,Voodoo Vince Remastered,"April 18, 2017",Xbox One,70,/game/xbox-one/voodoo-vince-remastered,5.9,https://www.metacritic.com/game/xbox-one/voodoo-vince-remastered,No Data,No Data,No Data
2441,2441,Road Redemption,"October 4, 2017",PC,70,/game/pc/road-redemption,7.1,https://www.metacritic.com/game/pc/road-redemption,Dark Seas Games,"['Driving', 'Car Combat', 'Car Combat', 'Simulation', 'Vehicle', 'Combat']",38
2442,2442,WRC 7,"September 15, 2017",PlayStation 4,70,/game/playstation-4/wrc-7,7.2,https://www.metacritic.com/game/playstation-4/wrc-7,Kylotonn,"['Racing', 'Simulation', 'Automobile']",34
2443,2443,Sine Mora EX,"August 8, 2017",Switch,70,/game/switch/sine-mora-ex,7.3,https://www.metacritic.com/game/switch/sine-mora-ex,Grasshopper Manufacture,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",24
2444,2444,Warriors All-Stars,"August 29, 2017",PlayStation 4,70,/game/playstation-4/warriors-all-stars,6.6,https://www.metacritic.com/game/playstation-4/warriors-all-stars,Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",25
2445,2445,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,"April 18, 2017",PC,70,/game/pc/marvels-guardians-of-the-galaxy---episode-1-tangled-up-in-blue,5.6,https://www.metacritic.com/game/pc/marvels-guardians-of-the-galaxy---episode-1-tangled-up-in-blue,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",34
2446,2446,Dynasty Warriors: Godseekers,"January 31, 2017",PlayStation 4,70,/game/playstation-4/dynasty-warriors-godseekers,6.3,https://www.metacritic.com/game/playstation-4/dynasty-warriors-godseekers,Omega Force,"['Strategy', 'Turn-Based', 'Tactics']",20
2447,2447,AER: Memories of Old,"October 25, 2017",PlayStation 4,70,/game/playstation-4/aer-memories-of-old,6.9,https://www.metacritic.com/game/playstation-4/aer-memories-of-old,Daedalic Entertainment,"['Action Adventure', 'General', 'Open-World']",34
2448,2448,Romancing SaGa 2,"December 15, 2017",Switch,70,/game/switch/romancing-saga-2,8.0,https://www.metacritic.com/game/switch/romancing-saga-2,"Square Enix, ArtePiazza","['Role-Playing', 'Japanese-Style']",45
2449,2449,Sudden Strike 4,"August 11, 2017",PC,70,/game/pc/sudden-strike-4,7.5,https://www.metacritic.com/game/pc/sudden-strike-4,Kite Games,"['Strategy', 'Real-Time', 'General']",62
2450,2450,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,"June 6, 2017",PlayStation 4,70,/game/playstation-4/marvels-guardians-of-the-galaxy---episode-2-under-pressure,4.4,https://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-2-under-pressure,Telltale Games,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",23
2451,2451,Tricky Towers,"September 15, 2017",Xbox One,70,/game/xbox-one/tricky-towers,tbd,https://www.metacritic.com/game/xbox-one/tricky-towers,No Data,No Data,No Data
2452,2452,Pix the Cat,"February 8, 2017",Xbox One,70,/game/xbox-one/pix-the-cat,tbd,https://www.metacritic.com/game/xbox-one/pix-the-cat,No Data,No Data,No Data
