,Unnamed: 0,name,date,platform,score,url,userscore,fullurl,developer,genre,no_userreviews
0,0,Grand Theft Auto V,"April 13, 2015",PC,96,/game/pc/grand-theft-auto-v,7.8,https://www.metacritic.com/game/pc/grand-theft-auto-v,Rockstar North,"['Modern', 'Action Adventure', 'Open-World']",6562
1,1,Metal Gear Solid V: The Phantom Pain,"September 1, 2015",Xbox One,95,/game/xbox-one/metal-gear-solid-v-the-phantom-pain,7.4,https://www.metacritic.com/game/xbox-one/metal-gear-solid-v-the-phantom-pain,"Kojima Productions, Moby Dick Studio","['Modern', 'Modern', 'Action Adventure', 'Open-World']",1166
2,2,The Witcher 3: Wild Hunt,"May 18, 2015",PC,93,/game/pc/the-witcher-3-wild-hunt,9.4,https://www.metacritic.com/game/pc/the-witcher-3-wild-hunt,CD Projekt Red Studio,"['Action RPG', 'Role-Playing', 'Action RPG']",17318
3,3,Metal Gear Solid V: The Phantom Pain,"September 1, 2015",PlayStation 4,93,/game/playstation-4/metal-gear-solid-v-the-phantom-pain,8.2,https://www.metacritic.com/game/playstation-4/metal-gear-solid-v-the-phantom-pain,"Kojima Productions, Moby Dick Studio","['Modern', 'Action Adventure', 'Modern', 'Open-World']",5539
4,4,Journey,"July 21, 2015",PlayStation 4,92,/game/playstation-4/journey,8.3,https://www.metacritic.com/game/playstation-4/journey,Tricky Pixels,"['Action', 'Platformer', '3D']",2198
5,5,Bloodborne,"March 24, 2015",PlayStation 4,92,/game/playstation-4/bloodborne,8.9,https://www.metacritic.com/game/playstation-4/bloodborne,From Software,"['Fantasy', 'Role-Playing', 'Action Adventure', 'General', 'Action RPG']",10311
6,6,The Witcher 3: Wild Hunt,"May 19, 2015",PlayStation 4,92,/game/playstation-4/the-witcher-3-wild-hunt,9.2,https://www.metacritic.com/game/playstation-4/the-witcher-3-wild-hunt,CD Projekt Red Studio,"['Action RPG', 'Role-Playing', 'Action RPG']",15569
7,7,Undertale,"September 15, 2015",PC,92,/game/pc/undertale,8.4,https://www.metacritic.com/game/pc/undertale,tobyfox,"['Role-Playing', 'General', 'Japanese-Style']",4399
8,8,The Witcher 3: Wild Hunt,"May 19, 2015",Xbox One,91,/game/xbox-one/the-witcher-3-wild-hunt,9.2,https://www.metacritic.com/game/xbox-one/the-witcher-3-wild-hunt,CD Projekt Red Studio,"['Action RPG', 'Role-Playing', 'Action RPG']",4777
9,9,Metal Gear Solid V: The Phantom Pain,"September 1, 2015",PC,91,/game/pc/metal-gear-solid-v-the-phantom-pain,7.8,https://www.metacritic.com/game/pc/metal-gear-solid-v-the-phantom-pain,Kojima Productions,"['Action Adventure', 'Modern', 'Open-World']",2507
10,10,Shovel Knight,"April 21, 2015",PlayStation 4,90,/game/playstation-4/shovel-knight,7.7,https://www.metacritic.com/game/playstation-4/shovel-knight,Yacht Club Games,"['Action', 'Platformer', '2D']",419
11,11,Mario Kart 8 DLC Pack 2,"April 23, 2015",Wii U,90,/game/wii-u/mario-kart-8-dlc-pack-2,8.9,https://www.metacritic.com/game/wii-u/mario-kart-8-dlc-pack-2,Nintendo,"['Driving', 'Kart', 'Racing', 'Arcade', 'Automobile']",303
12,12,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,"October 20, 2015",PlayStation 4,90,/game/playstation-4/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,7.9,https://www.metacritic.com/game/playstation-4/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,Telltale Games,"['Adventure', 'General']",181
13,13,The Witcher 3: Wild Hunt - Hearts of Stone,"October 12, 2015",PlayStation 4,90,/game/playstation-4/the-witcher-3-wild-hunt---hearts-of-stone,9.0,https://www.metacritic.com/game/playstation-4/the-witcher-3-wild-hunt---hearts-of-stone,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",1684
14,14,The Witcher 3: Wild Hunt - Hearts of Stone,"October 13, 2015",PC,89,/game/pc/the-witcher-3-wild-hunt---hearts-of-stone,9.1,https://www.metacritic.com/game/pc/the-witcher-3-wild-hunt---hearts-of-stone,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",2600
15,15,The Legend of Zelda: Majora's Mask 3D,"February 13, 2015",3DS,89,/game/3ds/the-legend-of-zelda-majoras-mask-3d,8.9,https://www.metacritic.com/game/3ds/the-legend-of-zelda-majoras-mask-3d,GREZZO,"['Fantasy', 'Action Adventure', 'Open-World']",701
16,16,Pillars of Eternity,"March 26, 2015",PC,89,/game/pc/pillars-of-eternity,8.3,https://www.metacritic.com/game/pc/pillars-of-eternity,Obsidian Entertainment,"['PC-style RPG', 'Third-Person', 'PC-style RPG', 'Role-Playing', 'Western-Style']",2513
17,17,3D Gunstar Heroes,"August 20, 2015",3DS,89,/game/3ds/3d-gunstar-heroes,7.9,https://www.metacritic.com/game/3ds/3d-gunstar-heroes,M2,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",41
18,18,Dark Souls II: Scholar of the First Sin,"April 7, 2015",Xbox One,89,/game/xbox-one/dark-souls-ii-scholar-of-the-first-sin,7.8,https://www.metacritic.com/game/xbox-one/dark-souls-ii-scholar-of-the-first-sin,From Software,"['Role-Playing', 'Action RPG']",235
19,19,3D Streets of Rage II,"July 23, 2015",3DS,89,/game/3ds/3d-streets-of-rage-ii,7.6,https://www.metacritic.com/game/3ds/3d-streets-of-rage-ii,M2,"['Action', ""Beat-'Em-Up"", '2D']",50
20,20,Bastion,"April 7, 2015",PlayStation 4,89,/game/playstation-4/bastion,7.7,https://www.metacritic.com/game/playstation-4/bastion,Supergiant Games,"['Role-Playing', 'Action RPG']",319
21,21,Nuclear Throne,"December 5, 2015",PC,89,/game/pc/nuclear-throne,7.7,https://www.metacritic.com/game/pc/nuclear-throne,Vlambeer,"['General', 'Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",210
22,22,Destiny: The Taken King,"September 15, 2015",Xbox One,89,/game/xbox-one/destiny-the-taken-king,5.3,https://www.metacritic.com/game/xbox-one/destiny-the-taken-king,"Bungie Software, Bungie","['Action', 'Shooter', 'First-Person', 'Arcade']",419
23,23,Fallout 4,"November 10, 2015",Xbox One,88,/game/xbox-one/fallout-4,6.5,https://www.metacritic.com/game/xbox-one/fallout-4,Bethesda Game Studios,"['General', 'Role-Playing', 'Western-Style']",2032
24,24,Super Mario Maker,"September 11, 2015",Wii U,88,/game/wii-u/super-mario-maker,8.7,https://www.metacritic.com/game/wii-u/super-mario-maker,Nintendo,"['Action', 'Platformer', '2D']",835
25,25,Divinity: Original Sin Enhanced Edition,"October 27, 2015",Xbox One,88,/game/xbox-one/divinity-original-sin-enhanced-edition,7.6,https://www.metacritic.com/game/xbox-one/divinity-original-sin-enhanced-edition,Larian Studios Games,"['Role-Playing', 'Action RPG', 'Western-Style']",137
26,26,Kerbal Space Program,"April 27, 2015",PC,88,/game/pc/kerbal-space-program,8.2,https://www.metacritic.com/game/pc/kerbal-space-program,"SQUADTeam, Squad","['Sci-Fi', 'Small Spaceship', 'Small Spaceship', 'Simulation', 'Space', 'Combat']",653
27,27,Divinity: Original Sin Enhanced Edition,"October 27, 2015",PlayStation 4,88,/game/playstation-4/divinity-original-sin-enhanced-edition,8.0,https://www.metacritic.com/game/playstation-4/divinity-original-sin-enhanced-edition,Larian Studios Games,"['Role-Playing', 'Action RPG', 'Western-Style']",555
28,28,Ori and the Blind Forest,"March 11, 2015",Xbox One,88,/game/xbox-one/ori-and-the-blind-forest,8.6,https://www.metacritic.com/game/xbox-one/ori-and-the-blind-forest,Moon Studios,"['Action', 'Platformer', '2D']",978
29,29,Starcraft II: Legacy of the Void,"November 10, 2015",PC,88,/game/pc/starcraft-ii-legacy-of-the-void,8.4,https://www.metacritic.com/game/pc/starcraft-ii-legacy-of-the-void,Blizzard Entertainment,"['Sci-Fi', 'Sci-Fi', 'Strategy', 'Real-Time', 'General', 'Command']",1051
30,30,The Talos Principle: Deluxe Edition,"October 13, 2015",PlayStation 4,88,/game/playstation-4/the-talos-principle-deluxe-edition,8.1,https://www.metacritic.com/game/playstation-4/the-talos-principle-deluxe-edition,Croteam,"['Adventure', '3D', 'First-Person', 'Sci-Fi']",216
31,31,Ori and the Blind Forest,"March 11, 2015",PC,88,/game/pc/ori-and-the-blind-forest,8.7,https://www.metacritic.com/game/pc/ori-and-the-blind-forest,Moon Studios,"['Action', 'Platformer', '2D']",1315
32,32,Bloodborne: The Old Hunters,"November 24, 2015",PlayStation 4,87,/game/playstation-4/bloodborne-the-old-hunters,9.1,https://www.metacritic.com/game/playstation-4/bloodborne-the-old-hunters,From Software,"['Role-Playing', 'Action RPG']",1773
33,33,Oddworld: Abe's Oddysee - New 'n' Tasty,"February 25, 2015",PC,87,/game/pc/oddworld-abes-oddysee---new-n-tasty,7.7,https://www.metacritic.com/game/pc/oddworld-abes-oddysee---new-n-tasty,Just Add Water,"['Action', 'Platformer', 'Platformer', '2D', '2D']",169
34,34,Crypt of the NecroDancer,"April 23, 2015",PC,87,/game/pc/crypt-of-the-necrodancer,7.8,https://www.metacritic.com/game/pc/crypt-of-the-necrodancer,Brace Yourself Games,"['Action', 'Role-Playing', 'General', 'Action RPG']",200
35,35,Batman: Arkham Knight,"June 23, 2015",PlayStation 4,87,/game/playstation-4/batman-arkham-knight,7.9,https://www.metacritic.com/game/playstation-4/batman-arkham-knight,Rocksteady Studios,"['General', 'Fantasy', 'Action Adventure', 'Open-World']",3941
36,36,Forza Motorsport 6,"September 15, 2015",Xbox One,87,/game/xbox-one/forza-motorsport-6,7.7,https://www.metacritic.com/game/xbox-one/forza-motorsport-6,Turn 10,"['Driving', 'GT / Street', 'Racing', 'Simulation', 'Automobile']",882
37,37,Skylanders SuperChargers,"September 20, 2015",Wii U,87,/game/wii-u/skylanders-superchargers,5.7,https://www.metacritic.com/game/wii-u/skylanders-superchargers,Vicarious Visions,"['Action', 'Platformer', '3D']",72
38,38,3D Sonic the Hedgehog 2,"October 8, 2015",3DS,87,/game/3ds/3d-sonic-the-hedgehog-2,8.4,https://www.metacritic.com/game/3ds/3d-sonic-the-hedgehog-2,M2,"['Action', 'Platformer', '2D']",92
39,39,Pro Evolution Soccer 2016,"September 15, 2015",PlayStation 4,87,/game/playstation-4/pro-evolution-soccer-2016,7.2,https://www.metacritic.com/game/playstation-4/pro-evolution-soccer-2016,Konami,"['Sports', 'Team', 'Soccer', 'Sim']",709
40,40,3D Out Run,"March 12, 2015",3DS,87,/game/3ds/3d-out-run,8.1,https://www.metacritic.com/game/3ds/3d-out-run,M2,"['Driving', 'Racing', 'Arcade', 'Automobile']",36
41,41,Dark Souls II: Scholar of the First Sin,"April 7, 2015",PlayStation 4,87,/game/playstation-4/dark-souls-ii-scholar-of-the-first-sin,7.9,https://www.metacritic.com/game/playstation-4/dark-souls-ii-scholar-of-the-first-sin,From Software,"['Role-Playing', 'Action RPG']",1033
42,42,NBA 2K16,"September 25, 2015",PlayStation 4,87,/game/playstation-4/nba-2k16,6.7,https://www.metacritic.com/game/playstation-4/nba-2k16,Visual Concepts,"['Action', 'General', 'Sports', 'Team', 'Basketball', 'Sim']",435
43,43,Fallout 4,"November 10, 2015",PlayStation 4,87,/game/playstation-4/fallout-4,6.7,https://www.metacritic.com/game/playstation-4/fallout-4,Bethesda Game Studios,"['General', 'Role-Playing', 'Western-Style']",5414
44,44,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,"October 20, 2015",PC,86,/game/pc/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,8.7,https://www.metacritic.com/game/pc/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,Telltale Games,"['Adventure', 'General']",302
45,45,Uncharted: The Nathan Drake Collection,"October 9, 2015",PlayStation 4,86,/game/playstation-4/uncharted-the-nathan-drake-collection,8.6,https://www.metacritic.com/game/playstation-4/uncharted-the-nathan-drake-collection,Bluepoint Games,"['Miscellaneous', 'Action Adventure', 'General', 'Compilation']",2602
46,46,Tales from the Borderlands: A Telltale Game Series,"October 20, 2015",PlayStation 4,86,/game/playstation-4/tales-from-the-borderlands-a-telltale-game-series,8.1,https://www.metacritic.com/game/playstation-4/tales-from-the-borderlands-a-telltale-game-series,Telltale Games,"['Adventure', 'General']",509
47,47,Final Fantasy XIV: Heavensward,"June 23, 2015",PC,86,/game/pc/final-fantasy-xiv-heavensward,8.4,https://www.metacritic.com/game/pc/final-fantasy-xiv-heavensward,Square Enix,"['Massively Multiplayer Online', 'Fantasy', 'Role-Playing', 'Massively Multiplayer']",428
48,48,Shovel Knight,"April 21, 2015",Xbox One,86,/game/xbox-one/shovel-knight,7.6,https://www.metacritic.com/game/xbox-one/shovel-knight,Yacht Club Games,"['Action', 'Platformer', '2D']",65
49,49,DmC: Devil May Cry Definitive Edition,"March 10, 2015",Xbox One,86,/game/xbox-one/dmc-devil-may-cry-definitive-edition,7.9,https://www.metacritic.com/game/xbox-one/dmc-devil-may-cry-definitive-edition,"Ninja Theory, QLOC","['Fantasy', 'Action Adventure', 'General', 'Linear']",278
50,50,Monster Hunter 4 Ultimate,"February 13, 2015",3DS,86,/game/3ds/monster-hunter-4-ultimate,8.6,https://www.metacritic.com/game/3ds/monster-hunter-4-ultimate,Capcom,"['Role-Playing', 'Action RPG']",415
51,51,NBA 2K16,"September 25, 2015",Xbox One,86,/game/xbox-one/nba-2k16,6.1,https://www.metacritic.com/game/xbox-one/nba-2k16,Visual Concepts,"['Action', 'General', 'Sports', 'Team', 'Basketball', 'Sim']",123
52,52,Her Story,"June 24, 2015",PC,86,/game/pc/her-story,6.1,https://www.metacritic.com/game/pc/her-story,Sam Barlow,"['Adventure', 'Visual Novel']",432
53,53,Homeworld Remastered Collection,"February 25, 2015",PC,86,/game/pc/homeworld-remastered-collection,8.2,https://www.metacritic.com/game/pc/homeworld-remastered-collection,Gearbox Software,"['Miscellaneous', 'Compilation']",346
54,54,Rise of the Tomb Raider,"November 10, 2015",Xbox One,86,/game/xbox-one/rise-of-the-tomb-raider,8.0,https://www.metacritic.com/game/xbox-one/rise-of-the-tomb-raider,Crystal Dynamics,"['Fantasy', 'Action Adventure', 'General', 'Linear']",1466
55,55,SteamWorld Heist,"December 10, 2015",3DS,86,/game/3ds/steamworld-heist,8.2,https://www.metacritic.com/game/3ds/steamworld-heist,Image & Form,"['Sci-Fi', 'Strategy', 'Turn-Based', 'General']",80
56,56,Final Fantasy XIV: Heavensward,"June 23, 2015",PlayStation 4,86,/game/playstation-4/final-fantasy-xiv-heavensward,8.3,https://www.metacritic.com/game/playstation-4/final-fantasy-xiv-heavensward,Square Enix,"['Massively Multiplayer Online', 'Fantasy', 'Role-Playing', 'Massively Multiplayer']",391
57,57,Destiny: The Taken King,"September 15, 2015",PlayStation 4,86,/game/playstation-4/destiny-the-taken-king,6.2,https://www.metacritic.com/game/playstation-4/destiny-the-taken-king,Bungie,"['Action', 'Shooter', 'First-Person', 'Arcade']",1098
58,58,Heroes of the Storm,"June 2, 2015",PC,86,/game/pc/heroes-of-the-storm,6.4,https://www.metacritic.com/game/pc/heroes-of-the-storm,Blizzard Entertainment,"['Action', 'Strategy', 'Real-Time', 'General', 'MOBA']",1437
59,59,Code:Realize - Guardian of Rebirth,"October 20, 2015",PlayStation Vita,86,/game/playstation-vita/coderealize---guardian-of-rebirth,8.1,https://www.metacritic.com/game/playstation-vita/coderealize---guardian-of-rebirth,Otomate,"['Adventure', 'Visual Novel']",49
60,60,OlliOlli2: Welcome to Olliwood,"March 3, 2015",PlayStation 4,86,/game/playstation-4/olliolli2-welcome-to-olliwood,6.5,https://www.metacritic.com/game/playstation-4/olliolli2-welcome-to-olliwood,roll7,"['Sports', 'Alternative', 'Individual', 'Skateboarding', 'Skate / Skateboard']",253
61,61,Mortal Kombat X,"April 14, 2015",Xbox One,86,/game/xbox-one/mortal-kombat-x,7.6,https://www.metacritic.com/game/xbox-one/mortal-kombat-x,"Warner Bros. Interactive Entertainment, NetherRealm Studios","['Action', 'Fighting', '2D', '3D']",353
62,62,Gunman Clive HD Collection,"September 3, 2015",Wii U,86,/game/wii-u/gunman-clive-hd-collection,8.2,https://www.metacritic.com/game/wii-u/gunman-clive-hd-collection,Horberg Productions,"['Miscellaneous', 'Compilation']",40
63,63,Xenoblade Chronicles 3D,"April 10, 2015",3DS,86,/game/3ds/xenoblade-chronicles-3d,8.8,https://www.metacritic.com/game/3ds/xenoblade-chronicles-3d,Monster Games Inc.,"['Role-Playing', 'Action RPG']",327
64,64,DiRT Rally,"December 7, 2015",PC,86,/game/pc/dirt-rally,8.5,https://www.metacritic.com/game/pc/dirt-rally,Codemasters,"['Racing', 'Simulation', 'Automobile']",415
65,65,Rocket League,"July 5, 2015",PC,86,/game/pc/rocket-league,8.0,https://www.metacritic.com/game/pc/rocket-league,Psyonix,"['Sports', 'Racing', 'Team', 'Soccer', 'Futuristic', 'Arcade']",1079
66,66,The Legend of Heroes: Trails of Cold Steel,"December 22, 2015",PlayStation 3,86,/game/playstation-3/the-legend-of-heroes-trails-of-cold-steel,8.7,https://www.metacritic.com/game/playstation-3/the-legend-of-heroes-trails-of-cold-steel,Falcom,"['Role-Playing', 'Japanese-Style']",162
67,67,Cities: Skylines,"March 10, 2015",PC,85,/game/pc/cities-skylines,8.8,https://www.metacritic.com/game/pc/cities-skylines,Colossal Order,"['City Building', 'Modern', 'Strategy', 'Management', 'Government']",1805
68,68,OlliOlli2: Welcome to Olliwood,"March 3, 2015",PlayStation Vita,85,/game/playstation-vita/olliolli2-welcome-to-olliwood,7.1,https://www.metacritic.com/game/playstation-vita/olliolli2-welcome-to-olliwood,roll7,"['Sports', 'Alternative', 'Individual', 'Skateboarding', 'Skate / Skateboard']",49
69,69,Tales from the Borderlands: A Telltale Game Series,"October 20, 2015",PC,85,/game/pc/tales-from-the-borderlands-a-telltale-game-series,8.5,https://www.metacritic.com/game/pc/tales-from-the-borderlands-a-telltale-game-series,Telltale Games,"['Adventure', 'General']",513
70,70,Batman: Arkham Knight,"June 23, 2015",Xbox One,85,/game/xbox-one/batman-arkham-knight,7.0,https://www.metacritic.com/game/xbox-one/batman-arkham-knight,Rocksteady Studios,"['General', 'Fantasy', 'Action Adventure', 'Open-World']",862
71,71,Life is Strange,"October 20, 2015",PlayStation 4,85,/game/playstation-4/life-is-strange,8.6,https://www.metacritic.com/game/playstation-4/life-is-strange,DONTNOD Entertainment,"['Sci-Fi', 'Action Adventure', 'General']",1723
72,72,Rocket League,"July 7, 2015",PlayStation 4,85,/game/playstation-4/rocket-league,8.5,https://www.metacritic.com/game/playstation-4/rocket-league,"Psyonix, Panic Button","['Racing', 'Futuristic', 'Sports', 'Team', 'Soccer', 'Arcade']",1713
73,73,The Binding of Isaac: Afterbirth,"October 30, 2015",PC,85,/game/pc/the-binding-of-isaac-afterbirth,8.2,https://www.metacritic.com/game/pc/the-binding-of-isaac-afterbirth,Nicalis,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",269
74,74,Chaos Reborn,"October 26, 2015",PC,85,/game/pc/chaos-reborn,7.9,https://www.metacritic.com/game/pc/chaos-reborn,Snapshot Games Inc.,"['Fantasy', 'Strategy', 'Turn-Based', 'General']",59
75,75,Resogun: Defenders,"February 17, 2015",PlayStation 4,85,/game/playstation-4/resogun-defenders,7.2,https://www.metacritic.com/game/playstation-4/resogun-defenders,Housemarque,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",80
76,76,Zenzizenzic,"July 23, 2015",PC,85,/game/pc/zenzizenzic,6.1,https://www.metacritic.com/game/pc/zenzizenzic,Ruud Koorevaar,"['Action', 'General']",19
77,77,Mega Man Legacy Collection,"August 24, 2015",PC,85,/game/pc/mega-man-legacy-collection,8.7,https://www.metacritic.com/game/pc/mega-man-legacy-collection,Digital Eclipse,"['Miscellaneous', 'Compilation']",89
78,78,Pro Evolution Soccer 2016,"September 15, 2015",Xbox One,85,/game/xbox-one/pro-evolution-soccer-2016,6.0,https://www.metacritic.com/game/xbox-one/pro-evolution-soccer-2016,Konami,"['Sports', 'Team', 'Soccer', 'Sim']",151
79,79,System Shock: Enhanced Edition,"September 22, 2015",PC,85,/game/pc/system-shock-enhanced-edition,8.4,https://www.metacritic.com/game/pc/system-shock-enhanced-edition,Looking Glass Studios,"['Action Adventure', 'General']",57
80,80,Super Meat Boy,"October 6, 2015",PlayStation 4,85,/game/playstation-4/super-meat-boy,6.9,https://www.metacritic.com/game/playstation-4/super-meat-boy,Team Meat,"['Action', 'Platformer', '2D']",158
81,81,Rare Replay,"August 4, 2015",Xbox One,84,/game/xbox-one/rare-replay,7.9,https://www.metacritic.com/game/xbox-one/rare-replay,"Rare Ltd., Code Mystics Inc.","['Miscellaneous', 'Compilation']",362
82,82,Freedom Planet,"August 20, 2015",Wii U,84,/game/wii-u/freedom-planet,8.4,https://www.metacritic.com/game/wii-u/freedom-planet,GalaxyTrail,"['Action', 'Platformer', '2D']",71
83,83,Shin Megami Tensei: Devil Survivor 2 Record Breaker,"May 5, 2015",3DS,84,/game/3ds/shin-megami-tensei-devil-survivor-2-record-breaker,4.4,https://www.metacritic.com/game/3ds/shin-megami-tensei-devil-survivor-2-record-breaker,Atlus,"['Role-Playing', 'General', 'Strategy', 'Turn-Based', 'Tactics']",220
84,84,Halo 5: Guardians,"October 27, 2015",Xbox One,84,/game/xbox-one/halo-5-guardians,6.4,https://www.metacritic.com/game/xbox-one/halo-5-guardians,343 Industries,"['Shooter', 'Sci-Fi', 'Sci-Fi', 'Action', 'Shooter', 'First-Person', 'Arcade']",3244
85,85,80 Days (2015),"September 29, 2015",PC,84,/game/pc/80-days-2015,7.4,https://www.metacritic.com/game/pc/80-days-2015,"inkle, Cape Guy","['Adventure', 'Visual Novel']",35
86,86,Hearthstone: Heroes of Warcraft - The Grand Tournament,"August 24, 2015",PC,84,/game/pc/hearthstone-heroes-of-warcraft---the-grand-tournament,4.1,https://www.metacritic.com/game/pc/hearthstone-heroes-of-warcraft---the-grand-tournament,Blizzard Entertainment,"['Strategy', 'Turn-Based', 'Card Battle']",136
87,87,Grim Fandango Remastered,"January 27, 2015",PlayStation Vita,84,/game/playstation-vita/grim-fandango-remastered,7.3,https://www.metacritic.com/game/playstation-vita/grim-fandango-remastered,Double Fine Productions,"['Adventure', 'General', '3D', 'Third-Person', 'Fantasy']",74
88,88,Axiom Verge,"March 31, 2015",PlayStation 4,84,/game/playstation-4/axiom-verge,7.8,https://www.metacritic.com/game/playstation-4/axiom-verge,Tom Happ,"['Sci-Fi', 'Action Adventure', 'General']",195
89,89,Xenoblade Chronicles X,"December 4, 2015",Wii U,84,/game/wii-u/xenoblade-chronicles-x,9.1,https://www.metacritic.com/game/wii-u/xenoblade-chronicles-x,Monolith Soft,"['Action RPG', 'Role-Playing', 'Action RPG']",1717
90,90,SOMA,"September 21, 2015",PC,84,/game/pc/soma,8.4,https://www.metacritic.com/game/pc/soma,Frictional Games,"['Horror', 'Horror', 'Action Adventure', 'Survival']",1116
91,91,Grim Fandango Remastered,"January 26, 2015",PC,84,/game/pc/grim-fandango-remastered,8.0,https://www.metacritic.com/game/pc/grim-fandango-remastered,Double Fine Productions,"['Adventure', '3D', 'Third-Person', 'Fantasy']",332
92,92,Fallout 4,"November 9, 2015",PC,84,/game/pc/fallout-4,5.5,https://www.metacritic.com/game/pc/fallout-4,Bethesda Game Studios,"['General', 'Role-Playing', 'Western-Style']",8722
93,93,Madden NFL 16,"August 25, 2015",Xbox One,84,/game/xbox-one/madden-nfl-16,6.0,https://www.metacritic.com/game/xbox-one/madden-nfl-16,EA Sports,"['Sports', 'Team', 'Football', 'Sim']",130
94,94,FIFA 16,"September 22, 2015",Xbox One,84,/game/xbox-one/fifa-16,4.4,https://www.metacritic.com/game/xbox-one/fifa-16,EA Sports,"['Sports', 'Team', 'Soccer', 'Sim']",480
95,95,Final Fantasy X / X-2 HD Remaster,"May 12, 2015",PlayStation 4,84,/game/playstation-4/final-fantasy-x-x-2-hd-remaster,8.3,https://www.metacritic.com/game/playstation-4/final-fantasy-x-x-2-hd-remaster,Virtuos,"['Miscellaneous', 'Compilation']",583
96,96,DmC: Devil May Cry Definitive Edition,"March 10, 2015",PlayStation 4,83,/game/playstation-4/dmc-devil-may-cry-definitive-edition,7.5,https://www.metacritic.com/game/playstation-4/dmc-devil-may-cry-definitive-edition,"Ninja Theory, QLOC","['Fantasy', 'Action Adventure', 'General', 'Linear']",667
97,97,Life is Strange,"October 20, 2015",PC,83,/game/pc/life-is-strange,8.6,https://www.metacritic.com/game/pc/life-is-strange,DONTNOD Entertainment,"['Action Adventure', 'Sci-Fi', 'General']",2692
98,98,Steins;Gate,"June 5, 2015",PlayStation Vita,83,/game/playstation-vita/steinsgate,8.8,https://www.metacritic.com/game/playstation-vita/steinsgate,5pb,"['Adventure', 'General', 'Visual Novel']",120
99,99,Resident Evil HD Remaster,"January 20, 2015",PlayStation 4,83,/game/playstation-4/resident-evil-hd-remaster,8.5,https://www.metacritic.com/game/playstation-4/resident-evil-hd-remaster,Capcom,"['Horror', 'Action Adventure', 'Survival']",821
100,100,ZEN Pinball 2: Portal Pinball,"May 26, 2015",PlayStation 4,83,/game/playstation-4/zen-pinball-2-portal-pinball,4.9,https://www.metacritic.com/game/playstation-4/zen-pinball-2-portal-pinball,Zen Studios,"['Action', 'Pinball']",14
101,101,Project CARS,"May 6, 2015",PC,83,/game/pc/project-cars,7.1,https://www.metacritic.com/game/pc/project-cars,Slightly Mad Studios,"['Driving', 'General', 'Racing', 'Simulation', 'General', 'Automobile']",472
102,102,Steins;Gate,"June 5, 2015",PlayStation 3,83,/game/playstation-3/steinsgate,8.6,https://www.metacritic.com/game/playstation-3/steinsgate,Nitro+,"['Adventure', 'General', 'Visual Novel']",73
103,103,SteamWorld Dig,"June 5, 2015",Xbox One,83,/game/xbox-one/steamworld-dig,7.8,https://www.metacritic.com/game/xbox-one/steamworld-dig,Image & Form,"['Action', 'Action Adventure', 'General', 'Platformer', '2D']",19
104,104,Stretchmo,"May 14, 2015",3DS,83,/game/3ds/stretchmo,7.9,https://www.metacritic.com/game/3ds/stretchmo,Intelligent Systems,"['Puzzle', 'Action']",26
105,105,Castle Crashers Remastered,"September 9, 2015",Xbox One,83,/game/xbox-one/castle-crashers-remastered,7.7,https://www.metacritic.com/game/xbox-one/castle-crashers-remastered,The Behemoth,"['Action', ""Beat-'Em-Up"", '2D']",47
106,106,Yakuza 5,"December 8, 2015",PlayStation 3,83,/game/playstation-3/yakuza-5,8.6,https://www.metacritic.com/game/playstation-3/yakuza-5,Ryu ga Gotoku Studios,"['Modern', 'Action Adventure', 'Open-World']",250
107,107,Helldivers,"December 7, 2015",PC,83,/game/pc/helldivers,6.9,https://www.metacritic.com/game/pc/helldivers,Arrowhead Game Studios,"['Action', 'Shooter', 'Third-Person', 'Arcade']",88
108,108,Project CARS,"May 12, 2015",PlayStation 4,83,/game/playstation-4/project-cars,6.6,https://www.metacritic.com/game/playstation-4/project-cars,Slightly Mad Studios,"['Driving', 'Racing', 'Simulation', 'General', 'Automobile']",430
109,109,Mortal Kombat X,"April 14, 2015",PlayStation 4,83,/game/playstation-4/mortal-kombat-x,7.8,https://www.metacritic.com/game/playstation-4/mortal-kombat-x,"Warner Bros. Interactive Entertainment, NetherRealm Studios","['Action', 'Fighting', '2D', '3D']",1054
110,110,Madden NFL 16,"August 25, 2015",PlayStation 4,83,/game/playstation-4/madden-nfl-16,5.7,https://www.metacritic.com/game/playstation-4/madden-nfl-16,EA Sports,"['Sports', 'Team', 'Football', 'Sim']",197
