,name,date,platform,score,url,userscore
250,Tales From The Borderlands: Episode 4 - Escape Plan Bravo,"August 18, 2015",PlayStation 4,78,/game/playstation-4/tales-from-the-borderlands-episode-4---escape-plan-bravo,7.7
251,Galak-Z: The Dimensional,"October 29, 2015",PC,78,/game/pc/galak-z-the-dimensional,6.0
252,AR-K Episode 3: The Great Escape,"July 14, 2015",PC,78,/game/pc/ar-k-episode-3-the-great-escape,7.8
253,Tales From The Borderlands: Episode 2 - Atlas Mugged,"March 17, 2015",PC,78,/game/pc/tales-from-the-borderlands-episode-2---atlas-mugged,8.6
254,Everybody's Gone to the Rapture,"August 11, 2015",PlayStation 4,78,/game/playstation-4/everybodys-gone-to-the-rapture,6.5
255,Teslagrad,"April 14, 2015",PlayStation 4,78,/game/playstation-4/teslagrad,6.8
256,Deathtrap,"February 4, 2015",PC,77,/game/pc/deathtrap,7.6
257,Republique: Episode 1 - Exordium,"February 25, 2015",PC,77,/game/pc/republique-episode-1---exordium,7.5
258,Etrian Mystery Dungeon,"April 7, 2015",3DS,77,/game/3ds/etrian-mystery-dungeon,7.9
259,Minecraft: Wii U Edition,"December 17, 2015",Wii U,77,/game/wii-u/minecraft-wii-u-edition,7.4
260,Life is Strange: Episode 1 - Chrysalis,"January 30, 2015",PC,77,/game/pc/life-is-strange-episode-1---chrysalis,8.5
261,Wasteland 2: Director's Cut,"October 13, 2015",Xbox One,77,/game/xbox-one/wasteland-2-directors-cut,6.9
262,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,"October 13, 2015",PlayStation 4,77,/game/playstation-4/dragon-quest-heroes-the-world-trees-woe-and-the-blight-below,7.6
263,The Elder Scrolls Online: Tamriel Unlimited,"June 9, 2015",Xbox One,77,/game/xbox-one/the-elder-scrolls-online-tamriel-unlimited,8.3
264,Inazuma Eleven Go: Chrono Stones: Thunderflash,"March 27, 2015",3DS,77,/game/3ds/inazuma-eleven-go-chrono-stones-thunderflash,7.8
265,King's Quest Chapter 1: A Knight to Remember,"July 28, 2015",PlayStation 4,77,/game/playstation-4/kings-quest-chapter-1-a-knight-to-remember,7.2
266,Life is Strange: Episode 2 - Out of Time,"March 24, 2015",PC,77,/game/pc/life-is-strange-episode-2---out-of-time,8.7
267,#IDARB,"January 30, 2015",Xbox One,77,/game/xbox-one/idarb,6.9
268,Life is Strange: Episode 1 - Chrysalis,"January 30, 2015",Xbox One,77,/game/xbox-one/life-is-strange-episode-1---chrysalis,8.3
269,Game of Thrones: Episode Three - The Sword in the Darkness,"March 24, 2015",PC,77,/game/pc/game-of-thrones-episode-three---the-sword-in-the-darkness,7.7
270,Magic Duels: Origins,"July 29, 2015",PC,77,/game/pc/magic-duels-origins,6.1
271,Minecraft: Story Mode - Episode 1: The Order of the Stone,"October 13, 2015",Xbox One,77,/game/xbox-one/minecraft-story-mode---episode-1-the-order-of-the-stone,5.6
272,Mega Man Legacy Collection,"August 25, 2015",PlayStation 4,77,/game/playstation-4/mega-man-legacy-collection,7.6
273,Stealth Inc 2: A Game of Clones,"April 30, 2015",PC,77,/game/pc/stealth-inc-2-a-game-of-clones,6.1
274,Transformers: Devastation,"October 6, 2015",PlayStation 4,77,/game/playstation-4/transformers-devastation,7.5
275,Xeodrifter,"September 1, 2015",PlayStation 4,77,/game/playstation-4/xeodrifter,5.5
276,Game of Thrones: Episode Five - A Nest of Vipers,"July 21, 2015",PlayStation 4,77,/game/playstation-4/game-of-thrones-episode-five---a-nest-of-vipers,6.8
277,Dragon Age: Inquisition - Trespasser,"September 9, 2015",PC,77,/game/pc/dragon-age-inquisition---trespasser,7.7
278,Lost Orbit,"May 12, 2015",PlayStation 4,77,/game/playstation-4/lost-orbit,7.1
279,Evolve,"February 9, 2015",PC,77,/game/pc/evolve,4.3
280,Inazuma Eleven Go: Chrono Stones: Wildfire,"March 27, 2015",3DS,77,/game/3ds/inazuma-eleven-go-chrono-stones-wildfire,7.7
281,Resident Evil: Revelations 2 - Episode 3: Judgment,"March 10, 2015",PlayStation 4,77,/game/playstation-4/resident-evil-revelations-2---episode-3-judgment,7.0
282,Grey Goo,"January 23, 2015",PC,77,/game/pc/grey-goo,7.4
283,Aviary Attorney,"December 21, 2015",PC,77,/game/pc/aviary-attorney,7.4
284,La-Mulana EX,"March 3, 2015",PlayStation Vita,77,/game/playstation-vita/la-mulana-ex,7.8
285,Broken Sword 5: The Serpent's Curse,"September 4, 2015",Xbox One,77,/game/xbox-one/broken-sword-5-the-serpents-curse,7.1
286,Ar nosurge Plus: Ode to an Unborn Star,"July 2, 2015",PlayStation Vita,77,/game/playstation-vita/ar-nosurge-plus-ode-to-an-unborn-star,8.2
287,Three Fourths Home,"March 20, 2015",PC,77,/game/pc/three-fourths-home,5.4
288,Pix the Cat,"January 29, 2015",PC,77,/game/pc/pix-the-cat,7.5
289,The Legend of Heroes: Trails of Cold Steel,"December 22, 2015",PlayStation Vita,77,/game/playstation-vita/the-legend-of-heroes-trails-of-cold-steel,8.3
290,Game of Thrones: Episode Four - Sons of Winter,"May 26, 2015",PC,77,/game/pc/game-of-thrones-episode-four---sons-of-winter,7.7
291,Tropico 5,"April 28, 2015",PlayStation 4,76,/game/playstation-4/tropico-5,7.1
292,Ys VI: The Ark of Napishtim,"April 28, 2015",PC,76,/game/pc/ys-vi-the-ark-of-napishtim,8.0
293,Nihilumbra,"May 14, 2015",Wii U,76,/game/wii-u/nihilumbra,6.3
294,Mortal Kombat X,"April 13, 2015",PC,76,/game/pc/mortal-kombat-x,5.7
295,Persona 4: Dancing All Night,"September 29, 2015",PlayStation Vita,76,/game/playstation-vita/persona-4-dancing-all-night,5.4
296,Q.U.B.E. Director's Cut,"July 21, 2015",PlayStation 4,76,/game/playstation-4/qube-directors-cut,6.8
297,Dishonored: Definitive Edition,"August 25, 2015",Xbox One,76,/game/xbox-one/dishonored-definitive-edition,7.6
298,Apotheon,"February 3, 2015",PlayStation 4,76,/game/playstation-4/apotheon,7.3
299,Devil May Cry 4: Special Edition,"June 23, 2015",Xbox One,76,/game/xbox-one/devil-may-cry-4-special-edition,8.9
300,Wolfenstein: The Old Blood,"May 5, 2015",PC,76,/game/pc/wolfenstein-the-old-blood,7.7
301,Luckslinger,"July 16, 2015",PC,76,/game/pc/luckslinger,7.0
302,Atelier Ayesha Plus: The Alchemist of Dusk,"January 13, 2015",PlayStation Vita,76,/game/playstation-vita/atelier-ayesha-plus-the-alchemist-of-dusk,8.4
303,JumpJet Rex,"January 14, 2015",PC,76,/game/pc/jumpjet-rex,7.0
304,Life is Strange: Episode 4 - Dark Room,"July 28, 2015",PC,76,/game/pc/life-is-strange-episode-4---dark-room,8.6
305,The Beginner's Guide,"October 1, 2015",PC,76,/game/pc/the-beginners-guide,7.5
306,Far Cry 4: Valley of the Yetis,"March 10, 2015",Xbox One,76,/game/xbox-one/far-cry-4-valley-of-the-yetis,7.4
307,Castle In The Darkness,"February 5, 2015",PC,76,/game/pc/castle-in-the-darkness,7.6
308,Assassin's Creed Syndicate,"October 23, 2015",PlayStation 4,76,/game/playstation-4/assassins-creed-syndicate,6.8
309,Yo-kai Watch,"November 6, 2015",3DS,76,/game/3ds/yo-kai-watch,8.0
310,World of Tanks,"July 28, 2015",Xbox One,76,/game/xbox-one/world-of-tanks,5.8
311,Wolfenstein: The Old Blood,"May 5, 2015",PlayStation 4,76,/game/playstation-4/wolfenstein-the-old-blood,7.8
312,Minutes,"February 10, 2015",PlayStation 4,76,/game/playstation-4/minutes,7.2
313,Pillars of Eternity: The White March - Part 1,"August 25, 2015",PC,76,/game/pc/pillars-of-eternity-the-white-march---part-1,7.5
314,Skylanders SuperChargers,"September 20, 2015",Xbox One,76,/game/xbox-one/skylanders-superchargers,5.2
315,Elliot Quest,"March 19, 2015",Wii U,76,/game/wii-u/elliot-quest,7.5
316,Blood Bowl 2,"September 22, 2015",PC,76,/game/pc/blood-bowl-2,6.2
317,Game of Thrones: Episode Two - The Lost Lords,"February 4, 2015",Xbox One,76,/game/xbox-one/game-of-thrones-episode-two---the-lost-lords,7.4
318,Chariot,"January 8, 2015",Wii U,76,/game/wii-u/chariot,7.9
319,Pathologic Classic HD,"October 29, 2015",PC,76,/game/pc/pathologic-classic-hd,8.6
320,Q.U.B.E. Director's Cut,"July 24, 2015",Xbox One,76,/game/xbox-one/qube-directors-cut,6.9
321,Audiosurf 2,"May 26, 2015",PC,76,/game/pc/audiosurf-2,7.1
322,Story of Seasons,"March 31, 2015",3DS,76,/game/3ds/story-of-seasons,8.0
323,Evolve,"February 10, 2015",PlayStation 4,76,/game/playstation-4/evolve,4.3
324,Atelier Shallie: Alchemists of the Dusk Sea,"March 10, 2015",PlayStation 3,76,/game/playstation-3/atelier-shallie-alchemists-of-the-dusk-sea,7.7
325,DISTRAINT,"October 21, 2015",PC,76,/game/pc/distraint,7.5
326,Sayonara UmiharaKawase +,"April 21, 2015",PlayStation Vita,76,/game/playstation-vita/sayonara-umiharakawase-+,8.1
327,Pro Evolution Soccer 2016,"September 16, 2015",PC,76,/game/pc/pro-evolution-soccer-2016,4.2
328,Darksiders II: Deathinitive Edition,"October 30, 2015",Xbox One,75,/game/xbox-one/darksiders-ii-deathinitive-edition,7.3
329,Armello,"September 1, 2015",PC,75,/game/pc/armello,7.0
330,Devil May Cry 4: Special Edition,"June 23, 2015",PlayStation 4,75,/game/playstation-4/devil-may-cry-4-special-edition,8.4
331,Wolfenstein: The Old Blood,"May 5, 2015",Xbox One,75,/game/xbox-one/wolfenstein-the-old-blood,7.8
332,Don't Starve: Giant Edition,"May 28, 2015",Wii U,75,/game/wii-u/dont-starve-giant-edition,7.4
333,Minecraft: Story Mode - Episode 3: The Last Place You Look,"November 24, 2015",Xbox One,75,/game/xbox-one/minecraft-story-mode---episode-3-the-last-place-you-look,7.1
334,Saints Row IV: Re-Elected,"January 20, 2015",PlayStation 4,75,/game/playstation-4/saints-row-iv-re-elected,7.2
335,Rebel Galaxy,"October 20, 2015",PC,75,/game/pc/rebel-galaxy,7.5
336,Satellite Reign,"August 28, 2015",PC,75,/game/pc/satellite-reign,7.8
337,Actual Sunlight,"August 11, 2015",PlayStation Vita,75,/game/playstation-vita/actual-sunlight,6.3
338,ETHER One,"May 5, 2015",PlayStation 4,75,/game/playstation-4/ether-one,4.7
339,Resident Evil: Revelations 2 - Episode 2: Contemplation,"March 3, 2015",PlayStation 4,75,/game/playstation-4/resident-evil-revelations-2---episode-2-contemplation,6.8
340,Norn9: Var Commons,"November 3, 2015",PlayStation Vita,75,/game/playstation-vita/norn9-var-commons,7.1
341,Life is Strange: Episode 1 - Chrysalis,"January 30, 2015",PlayStation 4,75,/game/playstation-4/life-is-strange-episode-1---chrysalis,8.2
342,Star Wars Battlefront,"November 17, 2015",Xbox One,75,/game/xbox-one/star-wars-battlefront,4.5
343,Grow Home,"February 4, 2015",PC,75,/game/pc/grow-home,7.4
344,Dengeki Bunko: Fighting Climax,"October 6, 2015",PlayStation Vita,75,/game/playstation-vita/dengeki-bunko-fighting-climax,8.4
345,Airscape: The Fall of Gravity,"August 11, 2015",PC,75,/game/pc/airscape-the-fall-of-gravity,6.6
346,Call of Duty: Advanced Warfare - Reckoning,"August 4, 2015",Xbox One,75,/game/xbox-one/call-of-duty-advanced-warfare---reckoning,5.8
347,Call of Duty: Advanced Warfare - Ascendance,"March 31, 2015",Xbox One,75,/game/xbox-one/call-of-duty-advanced-warfare---ascendance,6.6
348,Gravity Ghost,"January 26, 2015",PC,75,/game/pc/gravity-ghost,7.3
349,Victor Vran,"July 24, 2015",PC,75,/game/pc/victor-vran,7.5
350,Dying Light,"January 27, 2015",PC,75,/game/pc/dying-light,8.0
351,Resident Evil: Revelations 2 - Episode 1: Penal Colony,"February 24, 2015",PlayStation 4,75,/game/playstation-4/resident-evil-revelations-2---episode-1-penal-colony,7.1
352,Pokemon Picross,"December 3, 2015",3DS,75,/game/3ds/pokemon-picross,7.5
353,Not a Hero,"May 14, 2015",PC,75,/game/pc/not-a-hero,6.9
354,Transformers: Devastation,"October 6, 2015",Xbox One,75,/game/xbox-one/transformers-devastation,7.6
355,Resident Evil: Revelations 2,"March 17, 2015",Xbox One,75,/game/xbox-one/resident-evil-revelations-2,7.8
356,Game of Thrones: Episode Six - The Ice Dragon,"November 17, 2015",PlayStation 4,75,/game/playstation-4/game-of-thrones-episode-six---the-ice-dragon,6.7
357,Hotline Miami 2: Wrong Number,"March 10, 2015",PlayStation 4,75,/game/playstation-4/hotline-miami-2-wrong-number,7.7
358,The Evil Within: The Consequence,"April 21, 2015",PlayStation 4,75,/game/playstation-4/the-evil-within-the-consequence,7.8
359,Chroma Squad,"April 30, 2015",PC,75,/game/pc/chroma-squad,7.7
360,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,"March 17, 2015",PlayStation 4,75,/game/playstation-4/resident-evil-revelations-2---episode-4-metamorphosis,6.7
361,Unmechanical: Extended Edition,"February 10, 2015",PlayStation 4,75,/game/playstation-4/unmechanical-extended-edition,6.6
362,Ironcast,"March 26, 2015",PC,75,/game/pc/ironcast,7.3
363,Sorcerer King,"July 16, 2015",PC,75,/game/pc/sorcerer-king,6.2
364,Swords & Soldiers II,"May 21, 2015",Wii U,75,/game/wii-u/swords-soldiers-ii,7.9
365,Resident Evil: Revelations 2,"March 17, 2015",PlayStation 4,75,/game/playstation-4/resident-evil-revelations-2,7.7
366,Dead or Alive 5 Last Round,"February 17, 2015",PlayStation 4,74,/game/playstation-4/dead-or-alive-5-last-round,7.3
367,Evolve,"February 10, 2015",Xbox One,74,/game/xbox-one/evolve,5.1
368,Evoland 2: A Slight Case of Spacetime Continuum Disorder,"August 25, 2015",PC,74,/game/pc/evoland-2-a-slight-case-of-spacetime-continuum-disorder,7.6
369,Resident Evil: Revelations 2 - Episode 2: Contemplation,"March 4, 2015",Xbox One,74,/game/xbox-one/resident-evil-revelations-2---episode-2-contemplation,7.4
370,Adventures of Pip,"August 18, 2015",PlayStation 4,74,/game/playstation-4/adventures-of-pip,6.8
371,Titan Souls,"April 14, 2015",PC,74,/game/pc/titan-souls,5.8
372,Far Cry 4: Valley of the Yetis,"March 10, 2015",PlayStation 4,74,/game/playstation-4/far-cry-4-valley-of-the-yetis,7.1
373,Stealth Inc 2: A Game of Clones,"April 7, 2015",PlayStation 4,74,/game/playstation-4/stealth-inc-2-a-game-of-clones,7.0
374,Space Colony (Steam Edition),"April 30, 2015",PC,74,/game/pc/space-colony-steam-edition,8.1
375,Sniper Elite III: Ultimate Edition,"March 10, 2015",PlayStation 4,74,/game/playstation-4/sniper-elite-iii-ultimate-edition,6.8
376,Just Cause 3,"November 30, 2015",PC,74,/game/pc/just-cause-3,5.7
377,Kingdom,"October 21, 2015",PC,74,/game/pc/kingdom,7.6
378,Tom Clancy's Rainbow Six Siege,"December 1, 2015",Xbox One,74,/game/xbox-one/tom-clancys-rainbow-six-siege,7.0
379,Blackguards 2,"January 20, 2015",PC,74,/game/pc/blackguards-2,7.3
380,Hotline Miami 2: Wrong Number,"March 10, 2015",PC,74,/game/pc/hotline-miami-2-wrong-number,7.6
381,"Guns, Gore & Cannoli","April 30, 2015",PC,74,/game/pc/guns-gore-cannoli,7.6
382,The Escapists,"February 13, 2015",Xbox One,74,/game/xbox-one/the-escapists,6.7
383,Assassin's Creed Syndicate,"November 19, 2015",PC,74,/game/pc/assassins-creed-syndicate,6.2
384,3D Thunder Blade,"May 14, 2015",3DS,74,/game/3ds/3d-thunder-blade,7.1
385,Crookz: The Big Heist,"August 25, 2015",PC,74,/game/pc/crookz-the-big-heist,7.3
386,Super Stardust Ultra,"February 10, 2015",PlayStation 4,74,/game/playstation-4/super-stardust-ultra,7.1
387,Life is Strange: Episode 4 - Dark Room,"July 28, 2015",Xbox One,74,/game/xbox-one/life-is-strange-episode-4---dark-room,8.5
388,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,"March 18, 2015",Xbox One,74,/game/xbox-one/resident-evil-revelations-2---episode-4-metamorphosis,7.4
389,Toukiden: Kiwami,"March 31, 2015",PlayStation 4,74,/game/playstation-4/toukiden-kiwami,7.4
390,One Piece: Pirate Warriors 3,"August 25, 2015",PlayStation 4,74,/game/playstation-4/one-piece-pirate-warriors-3,7.7
391,Dying Light,"January 27, 2015",PlayStation 4,74,/game/playstation-4/dying-light,7.9
392,Grow Home,"September 1, 2015",PlayStation 4,74,/game/playstation-4/grow-home,6.1
393,Mordheim: City of the Damned,"November 19, 2015",PC,74,/game/pc/mordheim-city-of-the-damned,6.8
394,Tachyon Project,"July 15, 2015",Xbox One,74,/game/xbox-one/tachyon-project,6.9
395,Oceanhorn: Monster of Uncharted Seas,"March 17, 2015",PC,74,/game/pc/oceanhorn-monster-of-uncharted-seas,7.2
396,Assassin's Creed Rogue,"March 9, 2015",PC,74,/game/pc/assassins-creed-rogue,7.3
397,Action Henk,"May 11, 2015",PC,74,/game/pc/action-henk,7.5
398,Roundabout,"February 20, 2015",Xbox One,74,/game/xbox-one/roundabout,5.7
399,Transformers: Devastation,"October 6, 2015",PC,74,/game/pc/transformers-devastation,7.4
400,Anna's Quest,"July 2, 2015",PC,74,/game/pc/annas-quest,6.9
401,Resident Evil: Revelations 2,"March 18, 2015",PC,74,/game/pc/resident-evil-revelations-2,7.3
402,A Pixel Story,"March 30, 2015",PC,74,/game/pc/a-pixel-story,5.8
403,Dying Light,"January 27, 2015",Xbox One,74,/game/xbox-one/dying-light,7.8
404,Shantae: Risky's Revenge - Director's Cut,"June 23, 2015",PlayStation 4,74,/game/playstation-4/shantae-riskys-revenge---directors-cut,7.4
405,Game of Thrones: Episode Five - A Nest of Vipers,"July 21, 2015",PC,74,/game/pc/game-of-thrones-episode-five---a-nest-of-vipers,6.6
406,Summon Night 5,"December 15, 2015",PSP,74,/game/psp/summon-night-5,6.7
407,The Elder Scrolls Online: Tamriel Unlimited,"June 9, 2015",PlayStation 4,74,/game/playstation-4/the-elder-scrolls-online-tamriel-unlimited,7.6
408,Armello,"September 1, 2015",PlayStation 4,74,/game/playstation-4/armello,7.1
409,The Red Solstice,"July 9, 2015",PC,74,/game/pc/the-red-solstice,7.3
410,Mega Coin Squad,"May 20, 2015",Xbox One,74,/game/xbox-one/mega-coin-squad,6.4
411,Dragon Age: Inquisition - Jaws Of Hakkon,"March 24, 2015",PC,74,/game/pc/dragon-age-inquisition---jaws-of-hakkon,5.8
412,Game of Thrones: Episode Two - The Lost Lords,"February 3, 2015",PC,73,/game/pc/game-of-thrones-episode-two---the-lost-lords,7.7
413,Resident Evil: Revelations 2 - Episode 1: Penal Colony,"February 24, 2015",PC,73,/game/pc/resident-evil-revelations-2---episode-1-penal-colony,7.1
414,Battlefield Hardline,"March 17, 2015",PlayStation 4,73,/game/playstation-4/battlefield-hardline,5.2
415,Ultratron,"May 14, 2015",Wii U,73,/game/wii-u/ultratron,6.5
416,Life is Strange: Episode 2 - Out of Time,"March 25, 2015",Xbox One,73,/game/xbox-one/life-is-strange-episode-2---out-of-time,8.2
417,Just Dance 2016,"October 20, 2015",PlayStation 4,73,/game/playstation-4/just-dance-2016,5.8
418,Baboon!,"January 28, 2015",PlayStation Vita,73,/game/playstation-vita/baboon!,7.6
419,Pure Hold 'Em,"August 18, 2015",PlayStation 4,73,/game/playstation-4/pure-hold-em,3.9
420,Mad Max,"September 1, 2015",PC,73,/game/pc/mad-max,7.8
421,Titan Souls,"April 14, 2015",PlayStation 4,73,/game/playstation-4/titan-souls,6.6
422,Kirby and the Rainbow Curse,"February 20, 2015",Wii U,73,/game/wii-u/kirby-and-the-rainbow-curse,8.0
423,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,"May 22, 2015",3DS,73,/game/3ds/puzzle-dragons-z-+-puzzle-dragons-super-mario-bros-edition,7.6
424,The Swindle,"July 28, 2015",PlayStation 4,73,/game/playstation-4/the-swindle,6.0
425,Saints Row IV: Re-Elected,"January 20, 2015",Xbox One,73,/game/xbox-one/saints-row-iv-re-elected,6.9
426,Just Cause 3,"December 1, 2015",PlayStation 4,73,/game/playstation-4/just-cause-3,6.4
427,The Crew: Wild Run,"November 17, 2015",PlayStation 4,73,/game/playstation-4/the-crew-wild-run,6.5
428,Resident Evil: Revelations 2 - Episode 3: Judgment,"March 11, 2015",Xbox One,73,/game/xbox-one/resident-evil-revelations-2---episode-3-judgment,7.3
429,The Legend of Zelda: Tri Force Heroes,"October 23, 2015",3DS,73,/game/3ds/the-legend-of-zelda-tri-force-heroes,7.5
430,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,"December 3, 2015",PC,73,/game/pc/dragon-quest-heroes-the-world-trees-woe-and-the-blight-below,7.1
431,Minecraft: Story Mode - Episode 3: The Last Place You Look,"November 24, 2015",PlayStation 4,73,/game/playstation-4/minecraft-story-mode---episode-3-the-last-place-you-look,5.0
432,Minecraft: Story Mode - Episode 3: The Last Place You Look,"November 24, 2015",PC,73,/game/pc/minecraft-story-mode---episode-3-the-last-place-you-look,6.5
433,Dungeon Travelers 2: The Royal Library & the Monster Seal,"August 18, 2015",PlayStation Vita,73,/game/playstation-vita/dungeon-travelers-2-the-royal-library-the-monster-seal,8.4
434,Yatagarasu: Attack on Cataclysm,"July 7, 2015",PC,73,/game/pc/yatagarasu-attack-on-cataclysm,5.0
435,Game of Thrones: Episode Four - Sons of Winter,"May 26, 2015",PlayStation 4,73,/game/playstation-4/game-of-thrones-episode-four---sons-of-winter,7.0
436,Resident Evil: Revelations 2 - Episode 1: Penal Colony,"February 25, 2015",Xbox One,73,/game/xbox-one/resident-evil-revelations-2---episode-1-penal-colony,7.2
437,WWE 2K16,"October 27, 2015",PlayStation 4,73,/game/playstation-4/wwe-2k16,7.2
438,The Sims 4: Get to Work,"March 31, 2015",PC,73,/game/pc/the-sims-4-get-to-work,5.8
