,name,date,platform,score,url,userscore,fullurl,developer,genre
152,Joe Danger 2: The Movie,2015-01-13,PlayStation Vita,81,/game/playstation-vita/joe-danger-2-the-movie,66.0,https://www.metacritic.com/game/playstation-vita/joe-danger-2-the-movie,Four Door Lemon,"['Action', 'Racing', 'General', 'Arcade', 'Other']"
153,Guild Wars 2: Heart of Thorns,2015-10-23,PC,81,/game/pc/guild-wars-2-heart-of-thorns,73.0,https://www.metacritic.com/game/pc/guild-wars-2-heart-of-thorns,ArenaNet,"['Role-Playing', 'Massively Multiplayer']"
154,SUPERBEAT: XONiC,2015-11-10,PlayStation Vita,81,/game/playstation-vita/superbeat-xonic,73.0,https://www.metacritic.com/game/playstation-vita/superbeat-xonic,Nurijoy,"['Action', 'Rhythm', 'Music']"
155,Project CARS,2015-05-12,Xbox One,81,/game/xbox-one/project-cars,58.0,https://www.metacritic.com/game/xbox-one/project-cars,Slightly Mad Studios,"['Driving', 'Racing', 'Simulation', 'General', 'Automobile']"
156,Tales From The Borderlands: Episode 2 - Atlas Mugged,2015-03-17,PlayStation 4,81,/game/playstation-4/tales-from-the-borderlands-episode-2---atlas-mugged,74.0,https://www.metacritic.com/game/playstation-4/tales-from-the-borderlands-episode-2---atlas-mugged,Telltale Games,"['Adventure', 'General']"
157,The Age of Decadence,2015-10-15,PC,81,/game/pc/the-age-of-decadence,80.0,https://www.metacritic.com/game/pc/the-age-of-decadence,Iron Tower Studio,"['PC-style RPG', 'Role-Playing', 'Western-Style']"
158,Order of Battle: Pacific,2015-04-30,PC,81,/game/pc/order-of-battle-pacific,56.0,https://www.metacritic.com/game/pc/order-of-battle-pacific,The Artistocrats,"['Strategy', 'Turn-Based', '4X']"
159,The Vanishing of Ethan Carter,2015-07-14,PlayStation 4,81,/game/playstation-4/the-vanishing-of-ethan-carter,74.0,https://www.metacritic.com/game/playstation-4/the-vanishing-of-ethan-carter,The Astronauts,"['Miscellaneous', 'General', 'Adventure', '3D', 'First-Person']"
160,World of Warships,2015-09-17,PC,81,/game/pc/world-of-warships,63.0,https://www.metacritic.com/game/pc/world-of-warships,"Wargaming.net, Lesta Studio","['General', 'Action', 'Simulation', 'General', 'Marine', 'Combat']"
161,Call of Duty: Black Ops III,2015-11-06,PlayStation 4,81,/game/playstation-4/call-of-duty-black-ops-iii,49.0,https://www.metacritic.com/game/playstation-4/call-of-duty-black-ops-iii,Treyarch,"['Action', 'Shooter', 'First-Person', 'Arcade']"
162,God of War III Remastered,2015-07-14,PlayStation 4,81,/game/playstation-4/god-of-war-iii-remastered,82.0,https://www.metacritic.com/game/playstation-4/god-of-war-iii-remastered,Wholesale Algorithms,"['Action Adventure', 'Linear']"
163,Affordable Space Adventures,2015-04-09,Wii U,81,/game/wii-u/affordable-space-adventures,81.0,https://www.metacritic.com/game/wii-u/affordable-space-adventures,KnapNok Games,"['Scrolling', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']"
164,FIFA 16,2015-09-22,PC,81,/game/pc/fifa-16,45.0,https://www.metacritic.com/game/pc/fifa-16,EA Sports,"['Sports', 'Team', 'Soccer', 'Sim']"
165,3D After Burner II,2015-01-15,3DS,81,/game/3ds/3d-after-burner-ii,78.0,https://www.metacritic.com/game/3ds/3d-after-burner-ii,M2,"['Action', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']"
166,The Book of Unwritten Tales 2,2015-02-20,PC,80,/game/pc/the-book-of-unwritten-tales-2,76.0,https://www.metacritic.com/game/pc/the-book-of-unwritten-tales-2,KING Art,"['Adventure', 'General', 'Point-and-Click']"
167,Disgaea 5: Alliance of Vengeance,2015-10-06,PlayStation 4,80,/game/playstation-4/disgaea-5-alliance-of-vengeance,82.0,https://www.metacritic.com/game/playstation-4/disgaea-5-alliance-of-vengeance,Nippon Ichi Software,"['Fantasy', 'Strategy', 'Turn-Based', 'Tactics']"
168,Lovers in a Dangerous Spacetime,2015-09-09,PC,80,/game/pc/lovers-in-a-dangerous-spacetime,76.0,https://www.metacritic.com/game/pc/lovers-in-a-dangerous-spacetime,Asteroid Base,"['Action', 'Platformer', 'Platformer', 'Shooter', '2D', '2D', ""Shoot-'Em-Up"", 'Horizontal']"
169,LEGO Dimensions,2015-09-27,Xbox One,80,/game/xbox-one/lego-dimensions,70.0,https://www.metacritic.com/game/xbox-one/lego-dimensions,Traveller's Tales,"['Action Adventure', 'General']"
170,Life is Strange: Episode 5 - Polarized,2015-10-20,Xbox One,80,/game/xbox-one/life-is-strange-episode-5---polarized,84.0,https://www.metacritic.com/game/xbox-one/life-is-strange-episode-5---polarized,DONTNOD Entertainment,"['Action Adventure', 'General']"
171,Westerado: Double Barreled,2015-04-16,PC,80,/game/pc/westerado-double-barreled,77.0,https://www.metacritic.com/game/pc/westerado-double-barreled,Ostrich Banditos,"['Action', 'General']"
172,Volume,2015-08-18,PC,80,/game/pc/volume,73.0,https://www.metacritic.com/game/pc/volume,Mike Bithell,"['Action', 'Action Adventure', 'Platformer', 'Linear', '3D']"
173,Age of Wonders III - Eternal Lords,2015-04-14,PC,80,/game/pc/age-of-wonders-iii---eternal-lords,84.0,https://www.metacritic.com/game/pc/age-of-wonders-iii---eternal-lords,Triumph Studios,"['Strategy', 'Turn-Based', 'General']"
174,Game of Thrones: Episode Three - The Sword in the Darkness,2015-03-25,Xbox One,80,/game/xbox-one/game-of-thrones-episode-three---the-sword-in-the-darkness,78.0,https://www.metacritic.com/game/xbox-one/game-of-thrones-episode-three---the-sword-in-the-darkness,Telltale Games,"['Action', 'Adventure', 'General', 'Point-and-Click']"
175,Disney Infinity 3.0 Edition,2015-08-30,PlayStation 4,80,/game/playstation-4/disney-infinity-30-edition,60.0,https://www.metacritic.com/game/playstation-4/disney-infinity-30-edition,Avalanche Software,"['Action Adventure', 'General']"
176,BlazBlue: Chrono Phantasma Extend,2015-06-30,PlayStation 4,80,/game/playstation-4/blazblue-chrono-phantasma-extend,76.0,https://www.metacritic.com/game/playstation-4/blazblue-chrono-phantasma-extend,Arc System Works,"['Action', 'Fighting', '2D']"
177,Dariusburst: Chronicle Saviours,2015-12-03,PC,80,/game/pc/dariusburst-chronicle-saviours,86.0,https://www.metacritic.com/game/pc/dariusburst-chronicle-saviours,Pyramid,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']"
178,Dariusburst: Chronicle Saviours,2015-12-02,PlayStation 4,80,/game/playstation-4/dariusburst-chronicle-saviours,71.0,https://www.metacritic.com/game/playstation-4/dariusburst-chronicle-saviours,Pyramid,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']"
179,Grandia II Anniversary Edition,2015-08-24,PC,80,/game/pc/grandia-ii-anniversary-edition,78.0,https://www.metacritic.com/game/pc/grandia-ii-anniversary-edition,"Game Arts, GungHo, SkyBox Labs","['Role-Playing', 'Japanese-Style']"
180,Gunman Clive 2,2015-01-20,3DS,80,/game/3ds/gunman-clive-2,77.0,https://www.metacritic.com/game/3ds/gunman-clive-2,Horberg Productions,"['Action', 'Platformer', '2D']"
181,Life is Strange: Episode 3 - Chaos Theory,2015-05-19,Xbox One,80,/game/xbox-one/life-is-strange-episode-3---chaos-theory,84.0,https://www.metacritic.com/game/xbox-one/life-is-strange-episode-3---chaos-theory,DONTNOD Entertainment,"['Action Adventure', 'General']"
182,LEGO Dimensions,2015-09-27,PlayStation 4,80,/game/playstation-4/lego-dimensions,71.0,https://www.metacritic.com/game/playstation-4/lego-dimensions,Traveller's Tales,"['Action Adventure', 'General']"
183,Borderlands: The Handsome Collection,2015-03-24,Xbox One,80,/game/xbox-one/borderlands-the-handsome-collection,79.0,https://www.metacritic.com/game/xbox-one/borderlands-the-handsome-collection,"Gearbox Software, Iron Galaxy Studios","['Miscellaneous', 'Compilation']"
184,Read Only Memories,2015-10-05,PC,80,/game/pc/read-only-memories,43.0,https://www.metacritic.com/game/pc/read-only-memories,MidBoss,"['General', 'Adventure', 'Point-and-Click']"
185,Dropsy,2015-09-10,PC,80,/game/pc/dropsy,74.0,https://www.metacritic.com/game/pc/dropsy,"Tendershoot, A Jolly Corpse","['Adventure', 'Point-and-Click']"
186,Company of Heroes 2: The British Forces,2015-09-02,PC,80,/game/pc/company-of-heroes-2-the-british-forces,63.0,https://www.metacritic.com/game/pc/company-of-heroes-2-the-british-forces,"Relic, Relic Entertainment","['Strategy', 'Real-Time', 'General']"
187,Under Night In-Birth Exe:Late,2015-02-24,PlayStation 3,80,/game/playstation-3/under-night-in-birth-exelate,83.0,https://www.metacritic.com/game/playstation-3/under-night-in-birth-exelate,French-Bread,"['Action', 'Fighting', '2D']"
188,Dishonored: Definitive Edition,2015-08-25,PlayStation 4,80,/game/playstation-4/dishonored-definitive-edition,75.0,https://www.metacritic.com/game/playstation-4/dishonored-definitive-edition,Arkane Studios,"['Action Adventure', 'General']"
189,MLB 15: The Show,2015-03-31,PlayStation 4,80,/game/playstation-4/mlb-15-the-show,77.0,https://www.metacritic.com/game/playstation-4/mlb-15-the-show,SCEA San Diego Studios,"['Traditional', 'Sports', 'Team', 'Baseball', 'Sim']"
190,Game of Thrones: Episode Six - The Ice Dragon,2015-11-17,Xbox One,80,/game/xbox-one/game-of-thrones-episode-six---the-ice-dragon,78.0,https://www.metacritic.com/game/xbox-one/game-of-thrones-episode-six---the-ice-dragon,Telltale Games,"['Action', 'General', 'Adventure', 'Point-and-Click']"
191,Mega Man Legacy Collection,2015-08-25,Xbox One,80,/game/xbox-one/mega-man-legacy-collection,84.0,https://www.metacritic.com/game/xbox-one/mega-man-legacy-collection,Digital Eclipse,"['Miscellaneous', 'Compilation']"
192,Super Mega Baseball: Extra Innings,2015-08-14,Xbox One,80,/game/xbox-one/super-mega-baseball-extra-innings,71.0,https://www.metacritic.com/game/xbox-one/super-mega-baseball-extra-innings,Metalhead Software,"['Sports', 'Team', 'Baseball', 'Arcade']"
193,NHL 16,2015-09-15,Xbox One,80,/game/xbox-one/nhl-16,61.0,https://www.metacritic.com/game/xbox-one/nhl-16,"EA Sports, EA Canada","['Sports', 'Team', 'Ice Hockey', 'Sim']"
194,Hand of Fate,2015-02-18,Xbox One,80,/game/xbox-one/hand-of-fate,73.0,https://www.metacritic.com/game/xbox-one/hand-of-fate,Defiant Development,"['Role-Playing', 'Miscellaneous', 'General', 'Board / Card Game']"
195,Grim Fandango Remastered,2015-01-27,PlayStation 4,80,/game/playstation-4/grim-fandango-remastered,77.0,https://www.metacritic.com/game/playstation-4/grim-fandango-remastered,Double Fine Productions,"['General', 'Adventure', '3D', 'Third-Person', 'Fantasy']"
196,Wasteland 2: Director's Cut,2015-10-13,PlayStation 4,80,/game/playstation-4/wasteland-2-directors-cut,75.0,https://www.metacritic.com/game/playstation-4/wasteland-2-directors-cut,InXile Entertainment,"['Role-Playing', 'Western-Style']"
197,BOXBOY!,2015-04-02,3DS,80,/game/3ds/boxboy!,81.0,https://www.metacritic.com/game/3ds/boxboy!,HAL Labs,"['Puzzle', 'Action']"
198,Life is Strange: Episode 3 - Chaos Theory,2015-05-19,PC,80,/game/pc/life-is-strange-episode-3---chaos-theory,88.0,https://www.metacritic.com/game/pc/life-is-strange-episode-3---chaos-theory,DONTNOD Entertainment,"['Action Adventure', 'General']"
199,The Legend of Heroes: Trails in the Sky SC,2015-10-29,PC,80,/game/pc/the-legend-of-heroes-trails-in-the-sky-sc,88.0,https://www.metacritic.com/game/pc/the-legend-of-heroes-trails-in-the-sky-sc,Falcom,"['Console-style RPG', 'Role-Playing', 'Japanese-Style']"
200,Guitar Hero Live,2015-10-20,PlayStation 4,80,/game/playstation-4/guitar-hero-live,62.0,https://www.metacritic.com/game/playstation-4/guitar-hero-live,FreeStyleGames,"['Action', 'Rhythm', 'Music']"
201,The Evil Within: The Assignment,2015-03-10,PlayStation 4,80,/game/playstation-4/the-evil-within-the-assignment,82.0,https://www.metacritic.com/game/playstation-4/the-evil-within-the-assignment,Tango Gameworks,"['Action Adventure', 'Survival']"
